#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_JTFH01000322v1_decoy	1	2040	368	2035	99.7549	26.7225	255	59.4
chrUn_JTFH01000323v1_decoy	1	2036	1372	2036	100	98.1704	255	51
chrUn_JTFH01000324v1_decoy	1	2035	1099	2035	100	79.2614	255	40.7
chrUn_JTFH01000325v1_decoy	1	2034	371	2034	100	27.2655	255	59.8
chrUn_JTFH01000326v1_decoy	1	2032	1133	2032	100	82.2406	255	45.8
chrUn_JTFH01000327v1_decoy	1	2029	2	88	4.33711	0.0433711	255	30
chrUn_JTFH01000329v1_decoy	1	2021	1171	2021	100	83.9678	255	48.2
chrUn_JTFH01000331v1_decoy	1	2015	186	2015	100	13.8352	255	55.6
chrUn_JTFH01000332v1_decoy	1	2009	423	2009	100	31.1249	255	58.7
chrUn_JTFH01000333v1_decoy	1	2007	26	461	22.9696	1.73742	255	15.3
chrUn_JTFH01000334v1_decoy	1	2005	413	1983	98.9027	30.0788	255	56
chrUn_JTFH01000336v1_decoy	1	2001	1	150	7.49625	0.0749625	255	20
chrUn_JTFH01000337v1_decoy	1	2001	394	1891	94.5027	28.5237	255	58.3
chrUn_JTFH01000339v1_decoy	1	1996	175	1996	100	12.9985	255	49.1
chrUn_JTFH01000340v1_decoy	1	1992	1947	1992	100	143.126	255	56.4
chrUn_JTFH01000341v1_decoy	1	1985	604	1985	100	41.4423	255	48.9
chrUn_JTFH01000342v1_decoy	1	1981	572	1981	100	42.4422	255	42.9
chrUn_JTFH01000343v1_decoy	1	1977	1553	1977	100	116.116	255	33.6
chrUn_JTFH01000344v1_decoy	1	1971	357	1971	100	25.9371	255	58
chrUn_JTFH01000345v1_decoy	1	1968	359	1968	100	26.4192	255	39.2
chrUn_JTFH01000346v1_decoy	1	1962	1241	1962	100	92.9618	255	43.2
chrUn_JTFH01000347v1_decoy	1	1961	789	1957	99.796	59.4967	255	30.3
chrUn_JTFH01000348v1_decoy	1	1960	1827	1960	100	137.354	255	52
chrUn_JTFH01000349v1_decoy	1	1960	1228	1960	100	89.3423	255	33
chrUn_JTFH01000350v1_decoy	1	1954	387	1954	100	28.9529	255	59.3
chrUn_JTFH01000351v1_decoy	1	1952	1673	1952	100	124.038	255	48.2
chrUn_JTFH01000352v1_decoy	1	1947	183	1947	100	14.0164	255	59.1
chrUn_JTFH01000357v1_decoy	1	1934	554	1934	100	42.0233	255	53.8
chrUn_JTFH01000358v1_decoy	1	1929	240	1929	100	17.1493	255	56.2
chrUn_JTFH01000360v1_decoy	1	1924	483	1924	100	34.0816	255	52.9
chrUn_JTFH01000361v1_decoy	1	1923	2263	1923	100	169.82	255	55
chrUn_JTFH01000366v1_decoy	1	1914	814	1914	100	62.0611	255	56.4
chrUn_JTFH01000367v1_decoy	1	1912	216	1912	100	16.8567	255	59.5
chrUn_JTFH01000368v1_decoy	1	1910	423	1910	100	32.9304	255	58.9
chrUn_JTFH01000371v1_decoy	1	1897	236	1897	100	17.8608	255	58.2
chrUn_JTFH01000372v1_decoy	1	1891	179	1846	97.6203	14.1967	255	58.6
chrUn_JTFH01000373v1_decoy	1	1890	203	1890	100	15.9995	255	51.8
chrUn_JTFH01000374v1_decoy	1	1888	295	1888	100	19.5201	255	45.2
chrUn_JTFH01000375v1_decoy	1	1888	2	130	6.88559	0.0688559	255	6.5
chrUn_JTFH01000376v1_decoy	1	1885	205	1885	100	16.2944	255	59.4
chrUn_JTFH01000377v1_decoy	1	1881	177	1878	99.8405	14.0564	255	30.8
chrUn_JTFH01000378v1_decoy	1	1879	1890	1879	100	148.186	255	53.6
chrUn_JTFH01000379v1_decoy	1	1877	4	86	4.58178	0.0852424	255	0
chrUn_JTFH01000380v1_decoy	1	1876	415	1876	100	32.4275	255	59.8
chrUn_JTFH01000381v1_decoy	1	1876	368	1876	100	28.5816	255	57.6
chrUn_JTFH01000382v1_decoy	1	1874	35	522	27.8549	2.79989	255	23.8
chrUn_JTFH01000383v1_decoy	1	1872	2325	1872	100	177.104	255	48.1
chrUn_JTFH01000384v1_decoy	1	1869	1	37	1.97967	0.0197967	255	5
chrUn_JTFH01000386v1_decoy	1	1865	215	1865	100	16.5759	255	55.9
chrUn_JTFH01000387v1_decoy	1	1865	225	1865	100	18.0408	255	57
chrUn_JTFH01000389v1_decoy	1	1862	1	31	1.66488	0.0166488	255	7
chrUn_JTFH01000390v1_decoy	1	1862	362	1858	99.7852	25.13	255	53.8
chrUn_JTFH01000392v1_decoy	1	1856	789	1852	99.7845	62.2495	255	39.4
chrUn_JTFH01000393v1_decoy	1	1856	3	229	12.3384	0.177802	255	0.333
chrUn_JTFH01000394v1_decoy	1	1854	380	1854	100	30.4811	255	58.6
chrUn_JTFH01000395v1_decoy	1	1850	1157	1850	100	89.5697	255	29.5
chrUn_JTFH01000396v1_decoy	1	1849	1004	1849	100	77.1633	255	52.2
chrUn_JTFH01000397v1_decoy	1	1849	370	1849	100	29.4164	255	31.4
chrUn_JTFH01000398v1_decoy	1	1847	204	1846	99.9459	16.5625	255	59.7
chrUn_JTFH01000399v1_decoy	1	1839	772	1839	100	55.0397	255	21.5
chrUn_JTFH01000401v1_decoy	1	1821	858	1821	100	70.162	255	55.8
chrUn_JTFH01000402v1_decoy	1	1815	1340	1815	100	108.603	255	43.4
chrUn_JTFH01000403v1_decoy	1	1811	267	1800	99.3926	18.4881	255	36.8
chrUn_JTFH01000404v1_decoy	1	1808	272	1797	99.3916	22.3451	255	40.5
chrUn_JTFH01000405v1_decoy	1	1808	341	1808	100	28.2511	255	58.5
chrUn_JTFH01000407v1_decoy	1	1807	594	1807	100	47.2773	255	52.5
chrUn_JTFH01000409v1_decoy	1	1801	198	1759	97.668	16.3526	255	58.4
chrUn_JTFH01000410v1_decoy	1	1800	862	1800	100	57.37	255	47.6
chrUn_JTFH01000411v1_decoy	1	1795	1118	1795	100	85.454	255	25.1
chrUn_JTFH01000412v1_decoy	1	1794	578	1794	100	47.0557	255	52
chrUn_JTFH01000414v1_decoy	1	1788	5	83	4.64206	0.192394	255	3
chrUn_JTFH01000417v1_decoy	1	1782	1037	1782	100	79.523	255	33.2
chrUn_JTFH01000418v1_decoy	1	1781	1320	1781	100	108.503	255	46.1
chrUn_JTFH01000419v1_decoy	1	1781	593	1781	100	48.9264	255	22.9
chrUn_JTFH01000420v1_decoy	1	1779	1131	1779	100	94.5391	255	45
chrUn_JTFH01000423v1_decoy	1	1762	1896	1762	100	155.939	255	51.2
chrUn_JTFH01000424v1_decoy	1	1755	6105	1755	100	193.126	255	6.14
chrUn_JTFH01000425v1_decoy	1	1749	348	1741	99.5426	29.048	255	45.7
chrUn_JTFH01000426v1_decoy	1	1747	597	1747	100	44.3406	255	32.4
chrUn_JTFH01000427v1_decoy	1	1746	800	1746	100	59.0092	255	32.4
chrUn_JTFH01000429v1_decoy	1	1744	1233	1741	99.828	100.421	255	20
chrUn_JTFH01000430v1_decoy	1	1742	2421	1742	100	203.813	255	47.3
chrUn_JTFH01000431v1_decoy	1	1740	188	1740	100	15.8052	255	59.4
chrUn_JTFH01000433v1_decoy	1	1736	566	1736	100	48.1169	255	44.1
chrUn_JTFH01000434v1_decoy	1	1735	381	1730	99.7118	32.7752	255	59.5
chrUn_JTFH01000436v1_decoy	1	1732	97	881	50.8661	5.86316	255	2.1
chrUn_JTFH01000437v1_decoy	1	1730	172	1723	99.5954	14.8786	255	58.8
chrUn_JTFH01000438v1_decoy	1	1727	145	1725	99.8842	12.4302	255	58
chrUn_JTFH01000439v1_decoy	1	1722	336	1680	97.561	29.2079	255	59.8
chrUn_JTFH01000441v1_decoy	1	1716	316	1716	100	27.5017	255	59.6
chrUn_JTFH01000442v1_decoy	1	1710	87	1425	83.3333	7.52515	255	0.494
chrUn_JTFH01000443v1_decoy	1	1708	224	1703	99.7073	19.0568	255	18.4
chrUn_JTFH01000444v1_decoy	1	1707	334	1700	99.5899	29.1113	255	58.3
chrUn_JTFH01000445v1_decoy	1	1706	152	1706	100	13.3347	255	59.1
chrUn_JTFH01000447v1_decoy	1	1704	833	1703	99.9413	69.0927	255	24.7
chrUn_JTFH01000448v1_decoy	1	1699	1	66	3.88464	0.0388464	255	0
chrUn_JTFH01000449v1_decoy	1	1698	310	1698	100	26.8092	255	58.7
chrUn_JTFH01000451v1_decoy	1	1697	353	1694	99.8232	30.4013	255	56.4
chrUn_JTFH01000452v1_decoy	1	1695	178	1695	100	15.6767	255	56.2
chrUn_JTFH01000455v1_decoy	1	1687	1	33	1.95614	0.0195614	255	54
chrUn_JTFH01000456v1_decoy	1	1686	425	1680	99.6441	30.9348	255	31.4
chrUn_JTFH01000457v1_decoy	1	1680	194	1680	100	16.8113	255	58.1
chrUn_JTFH01000458v1_decoy	1	1679	1154	1679	100	91.8856	255	20.8
chrUn_JTFH01000459v1_decoy	1	1679	719	1665	99.1662	63.2829	255	44.1
chrUn_JTFH01000460v1_decoy	1	1678	344	1678	100	29.9702	255	59.5
chrUn_JTFH01000461v1_decoy	1	1674	336	1667	99.5818	28.1858	255	23.9
chrUn_JTFH01000465v1_decoy	1	1665	405	1663	99.8799	34.7357	255	58
chrUn_JTFH01000466v1_decoy	1	1663	989	1663	100	79.3722	255	23.5
chrUn_JTFH01000467v1_decoy	1	1657	275	1657	100	24.7785	255	59.3
chrUn_JTFH01000471v1_decoy	1	1649	1038	1637	99.2723	93.8642	255	25.7
chrUn_JTFH01000473v1_decoy	1	1640	230	1638	99.878	20.1451	255	57.9
chrUn_JTFH01000474v1_decoy	1	1638	6	339	20.696	0.523199	255	2.67
chrUn_JTFH01000475v1_decoy	1	1636	315	1634	99.8778	27.2158	255	56.9
chrUn_JTFH01000476v1_decoy	1	1632	184	1620	99.2647	16.8744	255	58.7
chrUn_JTFH01000477v1_decoy	1	1631	225	1622	99.4482	16.2508	255	19.3
chrUn_JTFH01000479v1_decoy	1	1627	100	1569	96.4352	9.21881	255	30.8
chrUn_JTFH01000480v1_decoy	1	1624	1335	1624	100	122.412	255	49.5
chrUn_JTFH01000481v1_decoy	1	1617	367	1615	99.8763	32.3327	255	29.8
chrUn_JTFH01000482v1_decoy	1	1616	270	1616	100	25.0204	255	59.7
chrUn_JTFH01000483v1_decoy	1	1615	1	124	7.67802	0.0767802	255	0
chrUn_JTFH01000485v1_decoy	1	1611	322	1611	100	29.9218	255	58.3
chrUn_JTFH01000486v1_decoy	1	1606	311	1606	100	28.977	255	53.9
chrUn_JTFH01000487v1_decoy	1	1605	2	34	2.11838	0.0398754	255	0.5
chrUn_JTFH01000489v1_decoy	1	1600	324	1592	99.5	29.1044	255	58.3
chrUn_JTFH01000490v1_decoy	1	1598	224	1587	99.3116	20.9299	255	15
chrUn_JTFH01000491v1_decoy	1	1598	364	1591	99.562	33.6245	255	59.3
chrUn_JTFH01000492v1_decoy	1	1597	497	1597	100	39.3062	255	46.5
chrUn_JTFH01000493v1_decoy	1	1596	1556	1596	100	131.071	255	36.4
chrUn_JTFH01000495v1_decoy	1	1592	259	1592	100	24.3009	255	36
chrUn_JTFH01000497v1_decoy	1	1585	2	134	8.45426	0.168454	255	7
chrUn_JTFH01000498v1_decoy	1	1579	141	1579	100	13.3787	255	60
chrUn_JTFH01000499v1_decoy	1	1578	285	1576	99.8733	25.3245	255	32.5
chrUn_JTFH01000501v1_decoy	1	1577	2	37	2.34623	0.0418516	255	28.5
chrUn_JTFH01000502v1_decoy	1	1577	127	1564	99.1756	12.0672	255	52.7
chrUn_JTFH01000503v1_decoy	1	1576	161	1542	97.8426	15.139	255	59.3
chrUn_JTFH01000504v1_decoy	1	1575	156	1496	94.9841	13.5606	255	18
chrUn_JTFH01000505v1_decoy	1	1574	146	1574	100	13.8971	255	59.3
chrUn_JTFH01000506v1_decoy	1	1572	691	1572	100	62.8861	255	24.7
chrUn_JTFH01000509v1_decoy	1	1561	33	684	43.8181	2.83728	255	2.15
chrUn_JTFH01000510v1_decoy	1	1561	2054	1561	100	191.482	255	50.3
chrUn_JTFH01000511v1_decoy	1	1560	147	1560	100	13.9923	255	51.4
chrUn_JTFH01000512v1_decoy	1	1560	299	1560	100	28.5667	255	58.9
chrUn_JTFH01000513v1_decoy	1	1554	286	1537	98.906	26.955	255	56
chrUn_JTFH01000514v1_decoy	1	1552	14	39	2.51289	0.326031	255	6.43
chrUn_JTFH01000515v1_decoy	1	1548	2	103	6.65375	0.0665375	255	30
chrUn_JTFH01000517v1_decoy	1	1541	481	1541	100	46.3731	255	29.5
chrUn_JTFH01000518v1_decoy	1	1536	314	1536	100	30.4564	255	58.9
chrUn_JTFH01000519v1_decoy	1	1533	349	1503	98.0431	31.9452	255	57.9
chrUn_JTFH01000520v1_decoy	1	1532	522	1532	100	48.4341	255	40.3
chrUn_JTFH01000521v1_decoy	1	1532	146	1532	100	14.2356	255	58.9
chrUn_JTFH01000523v1_decoy	1	1527	245	1527	100	20.1198	255	7.53
chrUn_JTFH01000524v1_decoy	1	1526	313	1526	100	30.7071	255	58
chrUn_JTFH01000525v1_decoy	1	1524	1	107	7.021	0.07021	255	0
chrUn_JTFH01000526v1_decoy	1	1523	1737	1523	100	164.002	255	54.6
chrUn_JTFH01000528v1_decoy	1	1522	541	1265	83.1143	46.8062	255	12.3
chrUn_JTFH01000529v1_decoy	1	1522	150	1522	100	14.6866	255	59.1
chrUn_JTFH01000530v1_decoy	1	1519	346	1491	98.1567	33.5161	255	58.9
chrUn_JTFH01000531v1_decoy	1	1513	1	31	2.04891	0.0204891	255	0
chrUn_JTFH01000532v1_decoy	1	1508	11	183	12.1353	1.09416	255	9.18
chrUn_JTFH01000534v1_decoy	1	1505	60	483	32.093	5.59136	255	0.8
chrUn_JTFH01000536v1_decoy	1	1496	297	1496	100	29.6945	255	59.5
chrUn_JTFH01000537v1_decoy	1	1491	1003	1491	100	96.7545	255	32.5
chrUn_JTFH01000538v1_decoy	1	1490	367	1489	99.9329	34.5329	255	50.6
chrUn_JTFH01000539v1_decoy	1	1490	135	1490	100	13.1973	255	51.1
chrUn_JTFH01000540v1_decoy	1	1487	556	1487	100	55.6214	255	41.8
chrUn_JTFH01000542v1_decoy	1	1485	682	1484	99.9327	66.5488	255	59.1
chrUn_JTFH01000543v1_decoy	1	1484	1577	1451	97.7763	150.904	255	29.6
chrUn_JTFH01000544v1_decoy	1	1483	1120	1483	100	110.602	255	37.1
chrUn_JTFH01000545v1_decoy	1	1479	12	93	6.28803	0.536849	255	12.3
chrUn_JTFH01000546v1_decoy	1	1479	273	1479	100	25.7654	255	33
chrUn_JTFH01000548v1_decoy	1	1475	666	1449	98.2373	66.5275	255	29.6
chrUn_JTFH01000550v1_decoy	1	1469	1587	1469	100	155.943	255	46.7
chrUn_JTFH01000551v1_decoy	1	1468	365	1468	100	37.1662	255	54.8
chrUn_JTFH01000553v1_decoy	1	1465	634	1465	100	57.8689	255	42.9
chrUn_JTFH01000554v1_decoy	1	1464	260	1464	100	25.1633	255	60
chrUn_JTFH01000556v1_decoy	1	1463	2	67	4.57963	0.0779221	255	32.5
chrUn_JTFH01000557v1_decoy	1	1459	661	1459	100	55.4887	255	39.8
chrUn_JTFH01000558v1_decoy	1	1459	29	1322	90.61	2.98149	255	55.1
chrUn_JTFH01000559v1_decoy	1	1458	1055	1458	100	95.5775	255	22
chrUn_JTFH01000560v1_decoy	1	1458	132	1442	98.9026	13.548	255	58.1
chrUn_JTFH01000561v1_decoy	1	1454	1234	1454	100	125.367	255	48.4
chrUn_JTFH01000563v1_decoy	1	1449	1	150	10.352	0.10352	255	0
chrUn_JTFH01000564v1_decoy	1	1448	898	1448	100	88.3847	255	52.5
chrUn_JTFH01000566v1_decoy	1	1442	556	1442	100	57.5624	255	51.7
chrUn_JTFH01000567v1_decoy	1	1441	263	1434	99.5142	26.5066	255	57.5
chrUn_JTFH01000568v1_decoy	1	1440	293	1440	100	19.7	255	38.5
chrUn_JTFH01000569v1_decoy	1	1439	301	1439	100	30.7874	255	53.7
chrUn_JTFH01000571v1_decoy	1	1436	283	1436	100	28.4638	255	59.1
chrUn_JTFH01000572v1_decoy	1	1429	207	1429	100	13.1274	255	14.3
chrUn_JTFH01000573v1_decoy	1	1429	225	1429	100	21.4304	255	32
chrUn_JTFH01000574v1_decoy	1	1427	8	517	36.2299	0.798178	255	3.62
chrUn_JTFH01000576v1_decoy	1	1425	229	1425	100	24.0456	255	59.4
chrUn_JTFH01000578v1_decoy	1	1424	285	1424	100	29.9445	255	56.5
chrUn_JTFH01000581v1_decoy	1	1423	465	1423	100	42.0682	255	38.1
chrUn_JTFH01000583v1_decoy	1	1414	2	119	8.41584	0.14215	255	8
chrUn_JTFH01000584v1_decoy	1	1413	201	1413	100	20.3333	255	12.6
chrUn_JTFH01000585v1_decoy	1	1413	313	1413	100	31.9377	255	45.8
chrUn_JTFH01000586v1_decoy	1	1410	118	1410	100	12.5277	255	58
chrUn_JTFH01000588v1_decoy	1	1409	95	109	7.73598	2.44571	255	9.52
chrUn_JTFH01000589v1_decoy	1	1406	1830	1406	100	189.582	255	31.9
chrUn_JTFH01000590v1_decoy	1	1405	289	1404	99.9288	30.4868	255	59.2
chrUn_JTFH01000591v1_decoy	1	1405	464	1405	100	49.0612	255	19.8
chrUn_JTFH01000593v1_decoy	1	1404	211	1404	100	22.4437	255	42
chrUn_JTFH01000594v1_decoy	1	1402	849	1402	100	82.2361	255	26.8
chrUn_JTFH01000595v1_decoy	1	1402	324	1385	98.7874	32.6769	255	44.1
chrUn_JTFH01000596v1_decoy	1	1402	345	1402	100	29.5884	255	39.5
chrUn_JTFH01000597v1_decoy	1	1402	7	254	18.117	0.505706	255	1.43
chrUn_JTFH01000598v1_decoy	1	1400	500	1400	100	53.5557	255	52.5
chrUn_JTFH01000600v1_decoy	1	1396	1739	1367	97.9226	180.13	255	57
chrUn_JTFH01000601v1_decoy	1	1395	276	1395	100	27.2437	255	44.7
chrUn_JTFH01000602v1_decoy	1	1394	326	1391	99.7848	34.7898	255	36.8
chrUn_JTFH01000604v1_decoy	1	1391	1	101	7.26096	0.0726096	255	0
chrUn_JTFH01000605v1_decoy	1	1389	373	1389	100	39.4536	255	54.5
chrUn_JTFH01000606v1_decoy	1	1389	153	1346	96.9042	16.3693	255	58.3
chrUn_JTFH01000607v1_decoy	1	1388	319	1387	99.928	27.3256	255	45.3
chrUn_JTFH01000609v1_decoy	1	1384	424	1384	100	42.052	255	54.9
chrUn_JTFH01000610v1_decoy	1	1381	136	1270	91.9623	13.9594	255	56.9
chrUn_JTFH01000611v1_decoy	1	1381	524	1381	100	56.5699	255	47
chrUn_JTFH01000612v1_decoy	1	1379	302	1379	100	30.7955	255	56.8
chrUn_JTFH01000613v1_decoy	1	1377	20	436	31.663	1.94045	255	25.6
chrUn_JTFH01000615v1_decoy	1	1376	175	1374	99.8547	18.5334	255	58.6
chrUn_JTFH01000616v1_decoy	1	1375	103	1335	97.0909	11.1913	255	54.5
chrUn_JTFH01000617v1_decoy	1	1374	427	1374	100	40.4753	255	30.7
chrUn_JTFH01000618v1_decoy	1	1372	251	1372	100	27.3192	255	58.6
chrUn_JTFH01000619v1_decoy	1	1371	842	1371	100	87.2954	255	35.9
chrUn_JTFH01000620v1_decoy	1	1370	13	564	41.1679	1.0146	255	8
chrUn_JTFH01000621v1_decoy	1	1370	388	1370	100	34.6664	255	48
chrUn_JTFH01000623v1_decoy	1	1363	285	1363	100	31.2487	255	58.9
chrUn_JTFH01000624v1_decoy	1	1360	94	1352	99.4118	10.3485	255	52.7
chrUn_JTFH01000625v1_decoy	1	1356	1	38	2.80236	0.0280236	255	16
chrUn_JTFH01000626v1_decoy	1	1355	822	1355	100	82.7609	255	33.1
chrUn_JTFH01000627v1_decoy	1	1355	703	1355	100	77.4731	255	46.1
chrUn_JTFH01000628v1_decoy	1	1352	1532	1350	99.8521	167.454	255	42.5
chrUn_JTFH01000629v1_decoy	1	1345	789	1345	100	80.8097	255	31
chrUn_JTFH01000631v1_decoy	1	1344	123	1334	99.256	13.59	255	47.9
chrUn_JTFH01000632v1_decoy	1	1342	124	1333	99.3294	13.7116	255	56.3
chrUn_JTFH01000633v1_decoy	1	1342	282	1341	99.9255	30.1416	255	57.3
chrUn_JTFH01000634v1_decoy	1	1336	131	1336	100	14.6946	255	60
chrUn_JTFH01000637v1_decoy	1	1333	1756	1333	100	126.424	255	16.4
chrUn_JTFH01000638v1_decoy	1	1332	1403	1331	99.9249	154.122	255	36
chrUn_JTFH01000640v1_decoy	1	1328	127	1325	99.7741	14.0813	255	59.8
chrUn_JTFH01000641v1_decoy	1	1328	257	1328	100	28.567	255	52.4
chrUn_JTFH01000642v1_decoy	1	1327	256	1327	100	28.6307	255	58.6
chrUn_JTFH01000643v1_decoy	1	1325	156	1325	100	17.6174	255	55.1
chrUn_JTFH01000644v1_decoy	1	1322	4	234	17.7005	0.177005	255	1.75
chrUn_JTFH01000645v1_decoy	1	1320	1219	1235	93.5606	133.312	255	39.1
chrUn_JTFH01000646v1_decoy	1	1319	110	1269	96.2092	12.5057	255	59.4
chrUn_JTFH01000647v1_decoy	1	1318	257	1318	100	29.1206	255	50
chrUn_JTFH01000648v1_decoy	1	1315	208	1315	100	23.1217	255	57.9
chrUn_JTFH01000650v1_decoy	1	1313	610	1313	100	67.2399	255	56
chrUn_JTFH01000651v1_decoy	1	1313	267	1253	95.4303	30.4966	255	59.7
chrUn_JTFH01000652v1_decoy	1	1312	157	1312	100	17.622	255	59.1
chrUn_JTFH01000653v1_decoy	1	1310	468	1305	99.6183	53.5565	255	37.6
chrUn_JTFH01000654v1_decoy	1	1309	100	1278	97.6318	11.1261	255	57.7
chrUn_JTFH01000655v1_decoy	1	1309	137	1309	100	15.5508	255	59
chrUn_JTFH01000656v1_decoy	1	1307	236	1298	99.3114	26.987	255	58.6
chrUn_JTFH01000657v1_decoy	1	1307	438	1307	100	45.6611	255	36.7
chrUn_JTFH01000658v1_decoy	1	1305	119	1299	99.5402	12.6092	255	42
chrUn_JTFH01000660v1_decoy	1	1303	1127	1303	100	125.532	255	55.1
chrUn_JTFH01000661v1_decoy	1	1302	243	1302	100	27.6559	255	56.9
chrUn_JTFH01000663v1_decoy	1	1301	433	1301	100	44.362	255	33.9
chrUn_JTFH01000664v1_decoy	1	1301	26	58	4.45811	0.78555	255	1.73
chrUn_JTFH01000665v1_decoy	1	1300	229	1227	94.3846	24.6508	255	29.6
chrUn_JTFH01000666v1_decoy	1	1299	380	1299	100	39.9222	255	8.28
chrUn_JTFH01000667v1_decoy	1	1297	426	838	64.6106	48.4264	255	52.6
chrUn_JTFH01000668v1_decoy	1	1295	241	1295	100	23.7506	255	36.3
chrUn_JTFH01000669v1_decoy	1	1294	2	96	7.41886	0.125193	255	0.5
chrUn_JTFH01000670v1_decoy	1	1293	231	1293	100	26.4633	255	58.1
chrUn_JTFH01000672v1_decoy	1	1291	2204	1291	100	229.686	255	37.6
chrUn_JTFH01000673v1_decoy	1	1289	166	1289	100	19.2203	255	59
chrUn_JTFH01000674v1_decoy	1	1288	2	57	4.42547	0.0768634	255	11.5
chrUn_JTFH01000675v1_decoy	1	1288	253	1213	94.177	26.4674	255	26.7
chrUn_JTFH01000676v1_decoy	1	1287	15	270	20.979	1.52525	255	23
chrUn_JTFH01000677v1_decoy	1	1287	213	1287	100	23.7817	255	30.8
chrUn_JTFH01000681v1_decoy	1	1281	143	1265	98.751	14.7541	255	12.6
chrUn_JTFH01000682v1_decoy	1	1277	260	1242	97.2592	24.0767	255	48.6
chrUn_JTFH01000683v1_decoy	1	1274	115	1252	98.2732	13.4458	255	54.5
chrUn_JTFH01000685v1_decoy	1	1267	253	1267	100	29.0624	255	58.7
chrUn_JTFH01000686v1_decoy	1	1266	110	1237	97.7093	12.9976	255	55.3
chrUn_JTFH01000687v1_decoy	1	1260	114	1260	100	13.4579	255	47.6
chrUn_JTFH01000688v1_decoy	1	1259	89	1070	84.9881	10.4535	255	10.4
chrUn_JTFH01000691v1_decoy	1	1258	139	1258	100	16.1502	255	59.2
chrUn_JTFH01000692v1_decoy	1	1256	14	310	24.6815	1.36545	255	2.71
chrUn_JTFH01000693v1_decoy	1	1255	208	1255	100	24.412	255	57.9
chrUn_JTFH01000694v1_decoy	1	1254	260	1254	100	30.4107	255	59.1
chrUn_JTFH01000696v1_decoy	1	1253	97	1226	97.8452	11.4605	255	59.5
chrUn_JTFH01000699v1_decoy	1	1248	1	30	2.40385	0.0240385	255	12
chrUn_JTFH01000700v1_decoy	1	1248	538	1248	100	63.875	255	29.6
chrUn_JTFH01000701v1_decoy	1	1247	228	1247	100	27.2093	255	58.5
chrUn_JTFH01000703v1_decoy	1	1242	416	1236	99.5169	44.182	255	30.1
chrUn_JTFH01000704v1_decoy	1	1241	1358	1241	100	157.334	255	56.4
chrUn_JTFH01000705v1_decoy	1	1241	2	61	4.91539	0.0983078	255	0
chrUn_JTFH01000706v1_decoy	1	1241	113	1233	99.3554	13.6132	255	58.2
chrUn_JTFH01000707v1_decoy	1	1239	227	1231	99.3543	25.0525	255	21.4
chrUn_JTFH01000709v1_decoy	1	1237	75	1047	84.6403	6.91512	255	11.3
chrUn_JTFH01000714v1_decoy	1	1234	243	1234	100	28.6151	255	57.8
chrUn_JTFH01000715v1_decoy	1	1233	752	1233	100	88.2368	255	52
chrUn_JTFH01000716v1_decoy	1	1232	69	1217	98.7825	7.45292	255	45.8
chrUn_JTFH01000717v1_decoy	1	1232	654	1230	99.8377	72.0333	255	36.9
chrUn_JTFH01000719v1_decoy	1	1230	361	1230	100	41.0659	255	50.3
chrUn_JTFH01000720v1_decoy	1	1228	525	1228	100	63.8282	255	53.6
chrUn_JTFH01000721v1_decoy	1	1227	211	1227	100	25.6813	255	59.4
chrUn_JTFH01000722v1_decoy	1	1227	133	1227	100	16.013	255	59
chrUn_JTFH01000723v1_decoy	1	1226	415	1226	100	50.637	255	50.1
chrUn_JTFH01000724v1_decoy	1	1224	1	42	3.43137	0.0343137	255	17
chrUn_JTFH01000725v1_decoy	1	1224	117	1197	97.7941	14.3325	255	50.8
chrUn_JTFH01000726v1_decoy	1	1220	1	84	6.88525	0.0688525	255	0
chrUn_JTFH01000727v1_decoy	1	1220	87	1220	100	10.6631	255	53.7
chrUn_JTFH01000729v1_decoy	1	1217	203	978	80.3615	24.152	255	57.8
chrUn_JTFH01000730v1_decoy	1	1216	573	1216	100	68.625	255	40
chrUn_JTFH01000731v1_decoy	1	1215	26	41	3.37449	0.75144	255	4.81
chrUn_JTFH01000732v1_decoy	1	1214	1716	1214	100	208.423	255	49.8
chrUn_JTFH01000733v1_decoy	1	1214	465	1214	100	50.1046	255	37
chrUn_JTFH01000734v1_decoy	1	1214	271	1214	100	27.9967	255	50.3
chrUn_JTFH01000736v1_decoy	1	1212	144	1212	100	17.7904	255	58.6
chrUn_JTFH01000737v1_decoy	1	1209	255	1209	100	30.3267	255	58.4
chrUn_JTFH01000738v1_decoy	1	1208	244	1175	97.2682	29.6556	255	58
chrUn_JTFH01000739v1_decoy	1	1207	151	1022	84.6727	14.5468	255	22.7
chrUn_JTFH01000740v1_decoy	1	1207	400	1207	100	42.2187	255	36.4
chrUn_JTFH01000741v1_decoy	1	1207	140	1207	100	15.8434	255	38.6
chrUn_JTFH01000742v1_decoy	1	1206	269	1206	100	33.335	255	52
chrUn_JTFH01000743v1_decoy	1	1206	154	1206	100	19.1095	255	25.2
chrUn_JTFH01000745v1_decoy	1	1205	105	1155	95.8506	13.0556	255	59.2
chrUn_JTFH01000746v1_decoy	1	1204	485	1204	100	59.8339	255	40.7
chrUn_JTFH01000747v1_decoy	1	1204	4	37	3.07309	0.113787	255	2.25
chrUn_JTFH01000748v1_decoy	1	1204	103	1184	98.3389	12.7633	255	58.2
