# HOMER Peaks
# Peak finding parameters:
# tag directory = /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_H12
#
# total peaks = 28592
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 210
# genome size = 2000000000
# Total tags = 13325162.5
# Total tags in peaks = 3561820.5
# Approximate IP efficiency = 26.73%
# tags per bp = 0.006140
# expected tags per peak = 6.140
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# FDR rate threshold = 0.100000000
# FDR effective poisson threshold = 6.479868e-04
# FDR tag threshold = 16.0
# number of putative peaks = 37486
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 8892
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 2
#
# cmd = /hpcdata/sg/sg_data/users/narayananm/tools/homer/bin/findPeaks /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homerpre/Project_ATACseq/Sample_H12 -size 1000 -minDist 2500 -fdr 0.10 -o /hpcdata/sg/sg_data/illumina_hiseq_processed/170407_D00638_0265_AC82GUACXX/piperun_full/anals_output/Data/homer/Project_ATACseq/Sample_H12/H12.peaks1kb.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	Not used	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr17-1365	chr17	50956535	50957535	+	16.1	0.000	21.500000	4.84	1.15e-08	0.99
chr17-1346	chr17	55089869	55090869	+	16.1	0.000	22.500000	4.78	1.42e-08	0.97
chr17-1369	chr17	60102217	60103217	+	16.1	0.000	21.500000	11.38	2.04e-15	0.99
chr17-1347	chr17	62552820	62553820	+	16.1	0.000	22.500000	5.78	5.52e-10	0.97
chr17-1349	chr17	74514143	74515143	+	16.1	0.000	22.500000	10.18	1.71e-14	0.97
chr17-1371	chr17	75322743	75323743	+	16.1	0.000	21.500000	9.92	2.80e-14	0.99
chr17-1360	chr17	75534869	75535869	+	16.1	0.000	22.000000	5.45	1.51e-09	0.97
chr17-1310	chr17	76982286	76983286	+	16.1	0.000	24.000000	7.17	1.18e-11	0.97
chr18-548	chr18	12920947	12921947	+	16.1	0.000	22.000000	5.16	3.87e-09	0.97
chr18-579	chr18	13813060	13814060	+	16.1	0.000	20.500000	5.69	7.14e-10	1.01
chr18-554	chr18	48806272	48807272	+	16.1	0.000	22.000000	4.66	2.14e-08	0.97
chr18-583	chr18	74352815	74353815	+	16.1	0.000	20.500000	5.30	2.44e-09	1.01
chr19-1260	chr19	3103686	3104686	+	16.1	0.000	22.500000	5.86	4.24e-10	0.97
chr19-1243	chr19	5949761	5950761	+	16.1	0.000	23.000000	4.45	4.66e-08	0.97
chr19-1289	chr19	38543957	38544957	+	16.1	0.000	21.500000	8.60	4.12e-13	0.97
chr19-1290	chr19	43438914	43439914	+	16.1	0.000	21.500000	9.00	1.76e-13	0.97
chr19-1271	chr19	46574084	46575084	+	16.1	0.000	22.500000	6.91	2.28e-11	0.97
chr20-635	chr20	433175	434175	+	16.1	0.000	23.000000	5.69	7.14e-10	0.97
chr20-663	chr20	674977	675977	+	16.1	0.000	21.500000	5.61	9.21e-10	0.97
chr20-665	chr20	20360228	20361228	+	16.1	0.000	21.500000	6.79	3.13e-11	1.04
chr20-669	chr20	34036807	34037807	+	16.1	0.000	21.500000	9.67	4.52e-14	0.99
chr20-671	chr20	41094835	41095835	+	16.1	0.000	21.500000	6.05	2.47e-10	0.97
chr20-652	chr20	50546255	50547255	+	16.1	0.000	22.500000	5.53	1.18e-09	0.97
chr20-661	chr20	62972179	62973179	+	16.1	0.000	22.000000	5.86	4.24e-10	0.97
chr21-371	chr21	6122763	6123763	+	16.1	0.000	21.000000	20.37	2.23e-20	1.04
chr21-368	chr21	31142488	31143488	+	16.1	0.000	21.500000	4.66	2.14e-08	1.01
chr22-512	chr22	23539200	23540200	+	16.1	0.000	22.500000	6.56	5.82e-11	0.97
chr22-523	chr22	40009562	40010562	+	16.1	0.000	22.000000	9.00	1.76e-13	0.97
chr22-515	chr22	45645424	45646424	+	16.1	0.000	22.500000	5.78	5.52e-10	0.97
chr22-531	chr22	49657132	49658132	+	16.1	0.000	21.500000	5.78	5.52e-10	0.97
chrUn_KI270438v1-3	chrUn_KI270438v1	21363	22363	+	16.1	0.000	21.000000	13.82	4.76e-17	1.01
chrUn_KI270538v1-1	chrUn_KI270538v1	80754	81754	+	16.1	0.000	20.500000	8.60	4.12e-13	1.04
chrX-932	chrX	12901313	12902313	+	16.1	0.000	22.500000	6.14	1.87e-10	0.99
chrX-934	chrX	21772778	21773778	+	16.1	0.000	22.500000	7.59	4.16e-12	0.97
chrX-936	chrX	42531085	42532085	+	16.1	0.000	22.500000	6.14	1.87e-10	0.97
chrX-939	chrX	55356775	55357775	+	16.1	0.000	22.500000	8.06	1.36e-12	0.97
chrX-922	chrX	68183316	68184316	+	16.1	0.000	23.000000	4.55	3.17e-08	0.97
chrX-1000	chrX	70196860	70197860	+	16.1	0.000	20.500000	7.90	1.99e-12	1.01
chrX-946	chrX	136070259	136071259	+	16.1	0.000	22.500000	4.90	9.34e-09	0.97
chrX-979	chrX	153539353	153540353	+	16.1	0.000	21.500000	4.45	4.66e-08	1.01
chr1-2907	chr1	8462712	8463712	+	15.8	0.000	20.500000	4.61	1.75e-08	1.01
chr1-2818	chr1	8917834	8918834	+	15.8	0.000	21.500000	7.56	2.89e-12	0.99
chr1-2820	chr1	15965748	15966748	+	15.8	0.000	21.500000	10.50	6.11e-15	0.99
chr1-2821	chr1	16073205	16074205	+	15.8	0.000	21.500000	5.11	3.08e-09	0.99
chr1-2872	chr1	20493437	20494437	+	15.8	0.000	21.000000	6.41	5.82e-11	1.01
chr1-2733	chr1	27643525	27644525	+	15.8	0.000	22.500000	8.79	1.76e-13	0.99
chr1-2734	chr1	27991967	27992967	+	15.8	0.000	22.500000	5.18	2.44e-09	0.99
chr1-2735	chr1	36099387	36100387	+	15.8	0.000	22.500000	4.67	1.42e-08	0.99
chr1-2825	chr1	39081022	39082022	+	15.8	0.000	21.500000	4.97	4.85e-09	0.99
chr1-2783	chr1	41573747	41574747	+	15.8	0.000	22.000000	6.20	1.05e-10	0.99
chr1-2830	chr1	42319552	42320552	+	15.8	0.000	21.500000	6.10	1.41e-10	0.99
chr1-2876	chr1	65309560	65310560	+	15.8	0.000	21.000000	4.72	1.15e-08	0.99
chr1-2916	chr1	76330667	76331667	+	15.8	0.000	20.500000	5.11	3.08e-09	1.01
chr1-2920	chr1	91404011	91405011	+	15.8	0.000	20.500000	6.10	1.41e-10	1.04
chr1-2742	chr1	98387990	98388990	+	15.8	0.000	22.500000	5.56	7.14e-10	0.99
chr1-2882	chr1	107934929	107935929	+	15.8	0.000	21.000000	4.20	8.11e-08	0.99
chr1-2852	chr1	160777115	160778115	+	15.8	0.000	21.500000	6.10	1.41e-10	0.99
chr1-2976	chr1	161209495	161210495	+	15.8	0.000	20.000000	5.73	4.24e-10	1.04
chr1-2889	chr1	161738436	161739436	+	15.8	0.000	21.000000	4.67	1.42e-08	0.99
chr1-2894	chr1	187051212	187052212	+	15.8	0.000	21.000000	4.72	1.15e-08	1.01
chr1-2858	chr1	195195236	195196236	+	15.8	0.000	21.500000	5.40	1.18e-09	0.99
chr1-2937	chr1	221435011	221436011	+	15.8	0.000	20.500000	4.97	4.85e-09	1.04
chr1-2863	chr1	226754672	226755672	+	15.8	0.000	21.500000	5.73	4.24e-10	0.99
chr1-2810	chr1	228130696	228131696	+	15.8	0.000	22.000000	9.00	1.13e-13	0.99
chr1-2940	chr1	228793949	228794949	+	15.8	0.000	20.500000	6.75	2.28e-11	1.01
chr1-2902	chr1	229514360	229515360	+	15.8	0.000	21.000000	15.75	2.31e-18	0.99
chr2-2360	chr2	12816553	12817553	+	15.8	0.000	21.000000	6.20	1.05e-10	0.99
chr2-2446	chr2	19971395	19972395	+	15.8	0.000	20.000000	10.50	6.11e-15	1.04
chr2-2309	chr2	30090370	30091370	+	15.8	0.000	21.500000	4.78	9.34e-09	0.99
chr2-2501	chr2	32915879	32916879	+	15.8	0.000	19.500000	6.30	7.86e-11	1.07
chr2-2311	chr2	42117644	42118644	+	15.8	0.000	21.500000	6.63	3.13e-11	0.99
chr2-2370	chr2	61670483	61671483	+	15.8	0.000	21.000000	5.56	7.14e-10	0.99
chr2-2172	chr2	68387405	68388405	+	15.8	0.000	23.500000	5.04	3.87e-09	0.99
chr2-2317	chr2	84652086	84653086	+	15.8	0.000	21.500000	5.40	1.18e-09	0.99
chr2-2374	chr2	85993718	85994718	+	15.8	0.000	21.000000	5.48	9.21e-10	0.99
chr2-2319	chr2	89585224	89586224	+	15.8	0.000	21.500000	34.36	3.43e-25	0.99
chr2-2376	chr2	102104012	102105012	+	15.8	0.000	21.000000	5.91	2.47e-10	0.99
chr2-2275	chr2	102442831	102443831	+	15.8	0.000	22.000000	6.30	7.86e-11	0.99
chr2-2329	chr2	134020365	134021365	+	15.8	0.000	21.500000	5.82	3.24e-10	0.99
chr2-2426	chr2	151437341	151438341	+	15.8	0.000	20.500000	4.02	1.64e-07	1.01
chr2-2333	chr2	156589147	156590147	+	15.8	0.000	21.500000	4.91	6.06e-09	0.99
chr2-2338	chr2	176997226	176998226	+	15.8	0.000	21.500000	5.91	2.47e-10	0.99
chr2-2385	chr2	179218702	179219702	+	15.8	0.000	21.000000	7.27	5.93e-12	0.99
chr2-2289	chr2	196078132	196079132	+	15.8	0.000	22.000000	4.20	8.11e-08	0.99
chr2-2399	chr2	219307886	219308886	+	15.8	0.000	21.000000	4.61	1.75e-08	1.07
chr2-2295	chr2	219396572	219397572	+	15.8	0.000	22.000000	7.27	5.93e-12	0.99
chr2-2348	chr2	223779600	223780600	+	15.8	0.000	21.500000	6.52	4.28e-11	0.99
chr2-2401	chr2	237627217	237628217	+	15.8	0.000	21.000000	4.02	1.64e-07	0.99
chr2-2442	chr2	237998206	237999206	+	15.8	0.000	20.500000	5.32	1.51e-09	1.01
chr2-2443	chr2	238462444	238463444	+	15.8	0.000	20.500000	4.50	2.61e-08	1.04
chr3-1924	chr3	4804403	4805403	+	15.8	0.000	21.000000	5.40	1.18e-09	0.99
chr3-1886	chr3	9169736	9170736	+	15.8	0.000	21.500000	4.97	4.85e-09	0.99
chr3-1867	chr3	38151532	38152532	+	15.8	0.000	22.000000	9.00	1.13e-13	0.99
chr3-1893	chr3	42701097	42702097	+	15.8	0.000	21.500000	4.67	1.42e-08	1.01
chr3-1894	chr3	42780535	42781535	+	15.8	0.000	21.500000	8.59	2.71e-13	0.99
chr3-1895	chr3	42905700	42906700	+	15.8	0.000	21.500000	7.27	5.93e-12	1.01
chr3-1939	chr3	61894836	61895836	+	15.8	0.000	21.000000	7.00	1.18e-11	0.99
chr3-1900	chr3	69409913	69410913	+	15.8	0.000	21.500000	5.25	1.92e-09	0.99
chr3-1904	chr3	72887738	72888738	+	15.8	0.000	21.500000	4.30	5.62e-08	0.99
chr3-1981	chr3	90689011	90690011	+	15.8	0.000	20.500000	15.12	5.16e-18	1.01
chr3-1907	chr3	98188404	98189404	+	15.8	0.000	21.500000	5.91	2.47e-10	0.99
chr3-1912	chr3	124559448	124560448	+	15.8	0.000	21.500000	5.40	1.18e-09	1.04
chr3-1991	chr3	136391262	136392262	+	15.8	0.000	20.500000	6.10	1.41e-10	1.01
chr3-1954	chr3	138114871	138115871	+	15.8	0.000	21.000000	4.30	5.62e-08	0.99
chr3-1917	chr3	142586406	142587406	+	15.8	0.000	21.500000	4.85	7.54e-09	1.04
chr3-1955	chr3	151268424	151269424	+	15.8	0.000	21.000000	6.75	2.28e-11	0.99
chr3-1852	chr3	172562598	172563598	+	15.8	0.000	22.500000	5.73	4.24e-10	0.99
chr3-1921	chr3	182713697	182714697	+	15.8	0.000	21.500000	4.20	8.11e-08	1.01
chr3-1958	chr3	183202060	183203060	+	15.8	0.000	21.000000	6.41	5.82e-11	0.99
chr3-2000	chr3	187006555	187007555	+	15.8	0.000	20.500000	4.40	3.85e-08	1.01
chr3-1922	chr3	195087533	195088533	+	15.8	0.000	21.500000	7.41	4.16e-12	0.99
chr3-2043	chr3	197664500	197665500	+	15.8	0.000	20.000000	7.00	1.18e-11	1.04
chr4-1252	chr4	4488132	4489132	+	15.8	0.000	21.500000	9.95	1.71e-14	0.99
chr4-1391	chr4	6250246	6251246	+	15.8	0.000	19.000000	7.13	8.39e-12	1.09
chr4-1360	chr4	8241844	8242844	+	15.8	0.000	19.500000	6.10	1.41e-10	1.09
chr4-1284	chr4	15469213	15470213	+	15.8	0.000	21.000000	5.25	1.92e-09	0.99
chr4-1285	chr4	22389023	22390023	+	15.8	0.000	21.000000	5.73	4.24e-10	0.99
chr4-1257	chr4	26975467	26976467	+	15.8	0.000	21.500000	4.34	4.66e-08	0.99
chr4-1258	chr4	40438847	40439847	+	15.8	0.000	21.500000	5.82	3.24e-10	0.99
chr4-1287	chr4	44759852	44760852	+	15.8	0.000	21.000000	5.82	3.24e-10	1.04
chr4-1288	chr4	69170264	69171264	+	15.8	0.000	21.000000	7.88	1.36e-12	0.99
chr4-1261	chr4	74320109	74321109	+	15.8	0.000	21.500000	5.11	3.08e-09	0.99
chr4-1321	chr4	119462433	119463433	+	15.8	0.000	20.500000	8.40	4.12e-13	1.01
chr4-1244	chr4	140556310	140557310	+	15.8	0.000	22.000000	5.73	4.24e-10	0.99
chr4-1297	chr4	152063532	152064532	+	15.8	0.000	21.000000	6.10	1.41e-10	1.04
chr4-1353	chr4	152606621	152607621	+	15.8	0.000	20.000000	7.13	8.39e-12	1.04
chr4-1298	chr4	153142585	153143585	+	15.8	0.000	21.000000	5.73	4.24e-10	1.04
chr5-1443	chr5	33840521	33841521	+	15.8	0.000	23.000000	5.91	2.47e-10	0.99
chr5-1539	chr5	37671801	37672801	+	15.8	0.000	21.000000	7.41	4.16e-12	0.99
chr5-1447	chr5	40615115	40616115	+	15.8	0.000	23.000000	8.22	6.20e-13	0.99
chr5-1541	chr5	42718408	42719408	+	15.8	0.000	21.000000	11.45	1.15e-15	0.99
chr5-1495	chr5	43389477	43390477	+	15.8	0.000	22.000000	4.91	6.06e-09	0.99
chr5-1496	chr5	50364237	50365237	+	15.8	0.000	22.000000	4.50	2.61e-08	0.99
chr5-1497	chr5	56669670	56670670	+	15.8	0.000	22.000000	5.56	7.14e-10	0.99
chr5-1578	chr5	76641047	76642047	+	15.8	0.000	20.500000	4.61	1.75e-08	1.04
chr5-1640	chr5	86880576	86881576	+	15.8	0.000	19.500000	5.73	4.24e-10	1.07
chr5-1552	chr5	99004673	99005673	+	15.8	0.000	21.000000	5.56	7.14e-10	0.99
chr5-1554	chr5	108345239	108346239	+	15.8	0.000	21.000000	7.13	8.39e-12	0.99
chr5-1579	chr5	108521506	108522506	+	15.8	0.000	20.500000	7.71	1.99e-12	1.07
chr5-1586	chr5	141084192	141085192	+	15.8	0.000	20.500000	8.59	2.71e-13	1.01
chr5-1510	chr5	149294782	149295782	+	15.8	0.000	22.000000	4.40	3.85e-08	0.99
chr5-1535	chr5	175059417	175060417	+	15.8	0.000	21.500000	7.41	4.16e-12	0.99
chr6-1852	chr6	5618941	5619941	+	15.8	0.000	21.000000	7.00	1.18e-11	1.01
chr6-1802	chr6	39143180	39144180	+	15.8	0.000	22.000000	6.87	1.64e-11	0.99
chr6-1691	chr6	44475290	44476290	+	15.8	0.000	24.000000	4.06	1.38e-07	0.99
chr6-1868	chr6	45450488	45451488	+	15.8	0.000	21.000000	4.67	1.42e-08	0.99
chr6-1869	chr6	53179736	53180736	+	15.8	0.000	21.000000	5.64	5.52e-10	1.01
chr6-1837	chr6	112009798	112010798	+	15.8	0.000	21.500000	4.11	1.16e-07	0.99
chr6-1875	chr6	113935838	113936838	+	15.8	0.000	21.000000	4.06	1.38e-07	0.99
chr6-1782	chr6	116287501	116288501	+	15.8	0.000	22.500000	5.91	2.47e-10	0.99
chr6-1877	chr6	125858376	125859376	+	15.8	0.000	21.000000	4.02	1.64e-07	0.99
chr6-1879	chr6	137313817	137314817	+	15.8	0.000	21.000000	5.11	3.08e-09	1.04
chr6-1840	chr6	137904299	137905299	+	15.8	0.000	21.500000	4.20	8.11e-08	1.01
chr6-1916	chr6	141326227	141327227	+	15.8	0.000	20.500000	5.82	3.24e-10	1.01
chr6-1919	chr6	149895730	149896730	+	15.8	0.000	20.500000	5.40	1.18e-09	1.01
chr6-1885	chr6	150491116	150492116	+	15.8	0.000	21.000000	7.56	2.89e-12	0.99
chr6-1815	chr6	167047105	167048105	+	15.8	0.000	22.000000	5.11	3.08e-09	0.99
chr7-1577	chr7	6526195	6527195	+	15.8	0.000	20.500000	4.02	1.64e-07	1.01
chr7-1421	chr7	17365409	17366409	+	15.8	0.000	23.500000	4.30	5.62e-08	0.99
chr7-1582	chr7	25519748	25520748	+	15.8	0.000	20.500000	4.34	4.66e-08	1.01
chr7-1549	chr7	36937890	36938890	+	15.8	0.000	21.000000	6.52	4.28e-11	0.99
chr7-1527	chr7	44587905	44588905	+	15.8	0.000	21.500000	7.71	1.99e-12	1.01
chr7-1556	chr7	66859804	66860804	+	15.8	0.000	21.000000	4.50	2.61e-08	0.99
chr7-1590	chr7	74606098	74607098	+	15.8	0.000	20.500000	7.00	1.18e-11	1.01
chr7-1557	chr7	75358656	75359656	+	15.8	0.000	21.000000	37.80	4.89e-26	0.99
chr7-1532	chr7	105580803	105581803	+	15.8	0.000	21.500000	4.72	1.15e-08	0.99
chr7-1509	chr7	116137920	116138920	+	15.8	0.000	22.000000	4.50	2.61e-08	0.99
chr7-1598	chr7	135938380	135939380	+	15.8	0.000	20.500000	4.20	8.11e-08	1.01
chr7-1487	chr7	150876668	150877668	+	15.8	0.000	22.500000	6.52	4.28e-11	0.99
chr8-1221	chr8	6800449	6801449	+	15.8	0.000	21.000000	5.64	5.52e-10	0.99
chr8-1138	chr8	25384836	25385836	+	15.8	0.000	23.000000	4.45	3.17e-08	0.99
chr8-1252	chr8	38066841	38067841	+	15.8	0.000	20.500000	4.45	3.17e-08	1.04
chr8-1231	chr8	47513358	47514358	+	15.8	0.000	21.000000	6.10	1.41e-10	0.99
chr8-1232	chr8	54454404	54455404	+	15.8	0.000	21.000000	4.50	2.61e-08	0.99
chr8-1203	chr8	67540167	67541167	+	15.8	0.000	21.500000	9.00	1.13e-13	1.01
chr8-1239	chr8	117653560	117654560	+	15.8	0.000	21.000000	8.59	2.71e-13	0.99
chr8-1149	chr8	120452502	120453502	+	15.8	0.000	23.000000	5.73	4.24e-10	0.99
chr8-1241	chr8	128313569	128314569	+	15.8	0.000	21.000000	6.87	1.64e-11	0.99
chr8-1187	chr8	143855848	143856848	+	15.8	0.000	22.000000	11.45	1.15e-15	0.99
chr8-1245	chr8	144582984	144583984	+	15.8	0.000	21.000000	4.97	4.85e-09	0.99
chr8-1219	chr8	144950108	144951108	+	15.8	0.000	21.500000	21.00	7.54e-21	0.99
chr9-1129	chr9	2655298	2656298	+	15.8	0.000	22.000000	6.30	7.86e-11	0.99
chr9-1131	chr9	15121261	15122261	+	15.8	0.000	22.000000	4.34	4.66e-08	0.99
chr9-1197	chr9	63337636	63338636	+	15.8	0.000	20.500000	7.88	1.36e-12	1.01
chr9-1172	chr9	79812435	79813435	+	15.8	0.000	21.000000	6.52	4.28e-11	1.01
chr9-1141	chr9	95004298	95005298	+	15.8	0.000	22.000000	5.91	2.47e-10	1.01
chr9-1144	chr9	116701029	116702029	+	15.8	0.000	22.000000	4.50	2.61e-08	0.99
chr9-1181	chr9	125889131	125890131	+	15.8	0.000	21.000000	14.54	1.12e-17	0.99
chr9-1146	chr9	126611463	126612463	+	15.8	0.000	22.000000	4.78	9.34e-09	0.99
chr9-1164	chr9	130834474	130835474	+	15.8	0.000	21.500000	9.45	4.52e-14	0.99
chr9-1148	chr9	133238573	133239573	+	15.8	0.000	22.000000	9.95	1.71e-14	0.99
chr9-1213	chr9	133509197	133510197	+	15.8	0.000	20.500000	6.75	2.28e-11	1.01
chr10-1414	chr10	3185821	3186821	+	15.8	0.000	21.000000	5.25	1.92e-09	1.01
chr10-1416	chr10	4074354	4075354	+	15.8	0.000	21.000000	8.04	9.24e-13	0.99
chr10-1417	chr10	5873137	5874137	+	15.8	0.000	21.000000	6.52	4.28e-11	0.99
chr10-1418	chr10	11104660	11105660	+	15.8	0.000	21.000000	5.11	3.08e-09	0.99
chr10-1366	chr10	26621685	26622685	+	15.8	0.000	22.000000	4.50	2.61e-08	0.99
chr10-1345	chr10	30718183	30719183	+	15.8	0.000	22.500000	5.56	7.14e-10	0.99
chr10-1465	chr10	31770048	31771048	+	15.8	0.000	20.000000	4.50	2.61e-08	1.04
chr10-1426	chr10	60210054	60211054	+	15.8	0.000	21.000000	5.82	3.24e-10	0.99
chr10-1427	chr10	60260084	60261084	+	15.8	0.000	21.000000	5.48	9.21e-10	0.99
chr10-1372	chr10	75099516	75100516	+	15.8	0.000	22.000000	5.82	3.24e-10	0.99
chr10-1353	chr10	77801090	77802090	+	15.8	0.000	22.500000	5.25	1.92e-09	0.99
chr10-1405	chr10	79561797	79562797	+	15.8	0.000	21.500000	6.30	7.86e-11	0.99
chr10-1407	chr10	92434850	92435850	+	15.8	0.000	21.500000	4.06	1.38e-07	0.99
chr10-1453	chr10	114786080	114787080	+	15.8	0.000	20.500000	5.91	2.47e-10	1.04
chr10-1384	chr10	119416425	119417425	+	15.8	0.000	22.000000	4.11	1.16e-07	0.99
chr11-1464	chr11	6442939	6443939	+	15.8	0.000	22.000000	4.97	4.85e-09	0.99
chr11-1484	chr11	6757191	6758191	+	15.8	0.000	21.500000	4.02	1.64e-07	0.99
chr11-1466	chr11	13259061	13260061	+	15.8	0.000	22.000000	5.25	1.92e-09	0.99
chr11-1494	chr11	58640110	58641110	+	15.8	0.000	21.500000	4.50	2.61e-08	0.99
chr11-1495	chr11	58788057	58789057	+	15.8	0.000	21.500000	6.10	1.41e-10	0.99
chr11-1513	chr11	73350931	73351931	+	15.8	0.000	21.000000	8.04	9.24e-13	1.04
chr11-1536	chr11	82765108	82766108	+	15.8	0.000	20.500000	5.40	1.18e-09	1.01
chr12-1570	chr12	14920514	14921514	+	15.8	0.000	21.500000	4.55	2.14e-08	0.99
chr12-1599	chr12	25279852	25280852	+	15.8	0.000	21.000000	4.40	3.85e-08	1.01
chr12-1572	chr12	25595132	25596132	+	15.8	0.000	21.500000	5.04	3.87e-09	0.99
chr12-1574	chr12	31362202	31363202	+	15.8	0.000	21.500000	5.82	3.24e-10	0.99
chr12-1515	chr12	32139032	32140032	+	15.8	0.000	22.500000	4.85	7.54e-09	0.99
chr12-1517	chr12	39331450	39332450	+	15.8	0.000	22.500000	4.85	7.54e-09	0.99
chr12-1601	chr12	42104063	42105063	+	15.8	0.000	21.000000	5.56	7.14e-10	0.99
chr12-1604	chr12	51340911	51341911	+	15.8	0.000	21.000000	10.50	6.11e-15	0.99
chr12-1610	chr12	67326904	67327904	+	15.8	0.000	21.000000	4.30	5.62e-08	0.99
chr12-1581	chr12	75934104	75935104	+	15.8	0.000	21.500000	4.50	2.61e-08	1.01
chr12-1611	chr12	91577515	91578515	+	15.8	0.000	21.000000	6.30	7.86e-11	0.99
chr12-1484	chr12	91786433	91787433	+	15.8	0.000	23.500000	4.72	1.15e-08	0.99
chr12-1639	chr12	110826299	110827299	+	15.8	0.000	20.500000	8.40	4.12e-13	1.01
chr12-1530	chr12	116508276	116509276	+	15.8	0.000	22.500000	5.82	3.24e-10	0.99
chr12-1640	chr12	127082836	127083836	+	15.8	0.000	20.500000	5.11	3.08e-09	1.07
chr12-1618	chr12	132437356	132438356	+	15.8	0.000	21.000000	4.72	1.15e-08	0.99
chr13-773	chr13	24579894	24580894	+	15.8	0.000	21.000000	6.87	1.64e-11	0.99
chr13-768	chr13	32810921	32811921	+	15.8	0.000	21.500000	5.82	3.24e-10	0.99
chr13-779	chr13	41324510	41325510	+	15.8	0.000	21.000000	5.64	5.52e-10	0.99
chr13-741	chr13	49239837	49240837	+	15.8	0.000	23.000000	4.50	2.61e-08	0.99
chr13-782	chr13	52599361	52600361	+	15.8	0.000	21.000000	5.64	5.52e-10	1.01
chr14-967	chr14	50335682	50336682	+	15.8	0.000	23.500000	4.15	9.71e-08	0.99
chr14-1047	chr14	51889467	51890467	+	15.8	0.000	21.000000	5.32	1.51e-09	0.99
chr14-1048	chr14	52131387	52132387	+	15.8	0.000	21.000000	9.22	7.20e-14	0.99
chr14-1030	chr14	55245442	55246442	+	15.8	0.000	21.500000	4.85	7.54e-09	0.99
chr14-996	chr14	65860687	65861687	+	15.8	0.000	22.500000	5.40	1.18e-09	0.99
chr14-1052	chr14	68937849	68938849	+	15.8	0.000	21.000000	4.50	2.61e-08	0.99
chr14-987	chr14	80996126	80997126	+	15.8	0.000	23.000000	5.04	3.87e-09	1.01
chr14-1161	chr14	88168218	88169218	+	15.8	0.000	18.500000	4.25	6.76e-08	1.12
chr14-1005	chr14	92534788	92535788	+	15.8	0.000	22.500000	7.00	1.18e-11	1.01
chr14-1077	chr14	94001379	94002379	+	15.8	0.000	20.500000	4.97	4.85e-09	1.01
chr14-1021	chr14	102096042	102097042	+	15.8	0.000	22.000000	4.78	9.34e-09	0.99
chr14-1009	chr14	104665364	104666364	+	15.8	0.000	22.500000	6.10	1.41e-10	1.01
chr14-1022	chr14	105257065	105258065	+	15.8	0.000	22.000000	6.52	4.28e-11	0.99
chr14-1011	chr14	106209507	106210507	+	15.8	0.000	22.500000	7.56	2.89e-12	0.99
chr14-1025	chr14	106626754	106627754	+	15.8	0.000	22.000000	6.20	1.05e-10	0.99
chr15-872	chr15	33103984	33104984	+	15.8	0.000	21.500000	5.64	5.52e-10	0.99
chr15-873	chr15	34523553	34524553	+	15.8	0.000	21.500000	7.00	1.18e-11	1.01
chr15-899	chr15	40252533	40253533	+	15.8	0.000	21.000000	4.25	6.76e-08	0.99
chr15-874	chr15	41585071	41586071	+	15.8	0.000	21.500000	7.71	1.99e-12	0.99
chr15-901	chr15	42059542	42060542	+	15.8	0.000	21.000000	5.64	5.52e-10	1.04
chr15-925	chr15	43225130	43226130	+	15.8	0.000	20.500000	7.56	2.89e-12	1.01
chr15-902	chr15	49145703	49146703	+	15.8	0.000	21.000000	4.61	1.75e-08	1.01
chr15-841	chr15	77542879	77543879	+	15.8	0.000	23.000000	4.85	7.54e-09	0.99
chr15-911	chr15	77959046	77960046	+	15.8	0.000	21.000000	9.95	1.71e-14	0.99
chr15-917	chr15	90300943	90301943	+	15.8	0.000	21.000000	4.72	1.15e-08	0.99
chr15-867	chr15	90620087	90621087	+	15.8	0.000	22.000000	6.75	2.28e-11	0.99
chr15-935	chr15	92095386	92096386	+	15.8	0.000	20.500000	5.48	9.21e-10	1.01
chr15-936	chr15	92796877	92797877	+	15.8	0.000	20.500000	6.00	1.87e-10	1.04
chr15-848	chr15	99058779	99059779	+	15.8	0.000	22.500000	4.67	1.42e-08	0.99
chr16-971	chr16	2194866	2195866	+	15.8	0.000	22.000000	5.40	1.18e-09	0.99
chr16-972	chr16	3690083	3691083	+	15.8	0.000	22.000000	6.00	1.87e-10	0.99
chr16-982	chr16	4465573	4466573	+	15.8	0.000	21.500000	7.00	1.18e-11	0.99
chr16-973	chr16	11051647	11052647	+	15.8	0.000	22.000000	4.30	5.62e-08	0.99
chr16-974	chr16	11311208	11312208	+	15.8	0.000	22.000000	4.40	3.85e-08	0.99
chr16-952	chr16	11361569	11362569	+	15.8	0.000	23.000000	5.56	7.14e-10	0.99
