n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
2743	1562.3717	6592	51234	51234
2687	1562.3678	7069	51235	51235
634	1562.3031	54314	51236	51236
3236	1562.2695	3462	51237	51237
783	1562.203	51896	51238	51238
1045	1562.1814	47612	51239	51239
2977	1562.1357	4769	51240	51240
1675	1562.0759	29368	51241	51241
826	1561.8257	51278	51242	51242
641	1561.7279	54193	51243	51243
681	1561.6749	53521	51244	51244
628	1561.6664	54426	51245	51245
734	1561.585	52643	51246	51246
751	1561.5074	52357	51247	51247
695	1561.2135	53297	51248	51248
678	1561.2119	53567	51249	51249
3723	1561.188	2008	51250	51250
684	1561.0922	53458	51251	51251
659	1561.0548	53898	51252	51252
2463	1560.9987	9645	51253	51253
687	1560.9286	53417	51254	51254
715	1560.7952	52947	51255	51255
2033	1560.776	18160	51256	51256
3201	1560.6294	3629	51257	51257
658	1560.6252	53912	51258	51258
726	1560.5608	52759	51259	51259
2411	1560.5415	10411	51260	51260
713	1560.5096	52992	51261	51261
602	1560.454	54877	51262	51262
2467	1560.3596	9586	51263	51263
743	1560.1975	52485	51264	51264
727	1560.0938	52753	51265	51265
3468	1560.0592	2636	51266	51266
980	1559.9884	48848	51267	51267
674	1559.9722	53637	51268	51268
2119	1559.9482	16064	51269	51269
634	1559.7529	54318	51270	51270
625	1559.737	54459	51271	51271
1933	1559.7065	20928	51272	51272
727	1559.6917	52749	51273	51273
903	1559.5295	50106	51274	51274
656	1559.498	53954	51275	51275
614	1559.4658	54642	51276	51276
3519	1559.4454	2495	51277	51277
951	1559.3826	49333	51278	51278
640	1559.3618	54197	51279	51279
659	1559.3412	53887	51280	51280
695	1559.177	53289	51281	51281
773	1559.0277	52039	51282	51282
709	1559.0101	53059	51283	51283
665	1558.9413	53784	51284	51284
669	1558.7203	53707	51285	51285
624	1558.6891	54479	51286	51286
675	1558.6288	53620	51287	51287
2241	1558.57	13405	51288	51288
682	1558.5398	53498	51289	51289
2356	1558.4423	11326	51290	51290
713	1558.3889	52993	51291	51291
1917	1558.3557	21413	51292	51292
658	1558.2795	53923	51293	51293
759	1558.2277	52242	51294	51294
996	1558.199	48575	51295	51295
2377	1558.196	10966	51296	51296
699	1558.1617	53221	51297	51297
614	1558.033	54640	51298	51298
714	1557.972	52962	51299	51299
798	1557.6538	51674	51300	51300
2290	1557.5942	12443	51301	51301
3801	1557.5507	1864	51302	51302
754	1557.5219	52303	51303	51303
598	1557.5039	54931	51304	51304
623	1557.4243	54487	51305	51305
695	1557.1646	53292	51306	51306
2396	1557.1373	10650	51307	51307
3657	1557.1222	2146	51308	51308
699	1557.0953	53229	51309	51309
2286	1557.0089	12530	51310	51310
1913	1557.0037	21556	51311	51311
705	1556.9127	53125	51312	51312
2002	1556.8645	18966	51313	51313
3135	1556.8132	3923	51314	51314
3327	1556.7334	3094	51315	51315
691	1556.691	53352	51316	51316
698	1556.6771	53249	51317	51317
1066	1556.6307	47139	51318	51318
724	1556.5953	52790	51319	51319
629	1556.4465	54394	51320	51320
3152	1556.4268	3841	51321	51321
639	1556.4048	54218	51322	51322
679	1556.4019	53542	51323	51323
623	1556.3865	54491	51324	51324
2891	1556.3483	5417	51325	51325
620	1556.3448	54555	51326	51326
626	1556.1919	54445	51327	51327
698	1556.1019	53248	51328	51328
3274	1556.002	3292	51329	51329
664	1555.9958	53796	51330	51330
2205	1555.9896	14155	51331	51331
2681	1555.9395	7137	51332	51332
3002	1555.8557	4620	51333	51333
749	1555.8519	52375	51334	51334
2760	1555.6957	6428	51335	51335
1943	1555.6918	20657	51336	51336
2993	1555.6858	4670	51337	51337
722	1555.6566	52833	51338	51338
713	1555.6526	52974	51339	51339
628	1555.6359	54418	51340	51340
658	1555.5145	53911	51341	51341
3242	1555.4203	3424	51342	51342
658	1555.4012	53914	51343	51343
643	1555.3335	54141	51344	51344
660	1555.2422	53873	51345	51345
618	1555.2056	54592	51346	51346
700	1554.8488	53205	51347	51347
3272	1554.7195	3297	51348	51348
863	1554.5865	50729	51349	51349
2832	1554.5562	5858	51350	51350
635	1554.458	54296	51351	51351
3061	1554.3467	4297	51352	51352
622	1554.3116	54512	51353	51353
602	1554.2543	54878	51354	51354
721	1554.23	52836	51355	51355
623	1554.218	54485	51356	51356
3242	1554.1788	3426	51357	51357
706	1554.1135	53114	51358	51358
616	1554.0261	54614	51359	51359
1600	1554.0087	31951	51360	51360
617	1554.0046	54609	51361	51361
652	1553.934	54017	51362	51362
663	1553.8728	53821	51363	51363
729	1553.8282	52723	51364	51364
753	1553.8168	52317	51365	51365
735	1553.772	52628	51366	51366
689	1553.7666	53376	51367	51367
2736	1553.7665	6660	51368	51368
622	1553.7169	54513	51369	51369
715	1553.6604	52949	51370	51370
746	1553.6394	52428	51371	51371
694	1553.6393	53315	51372	51372
640	1553.6285	54198	51373	51373
2951	1553.5833	4940	51374	51374
789	1553.448	51799	51375	51375
631	1553.3573	54366	51376	51376
721	1553.2802	52838	51377	51377
2972	1553.2664	4802	51378	51378
1493	1553.2354	35521	51379	51379
873	1553.17	50566	51380	51380
622	1553.0746	54519	51381	51381
2658	1552.9962	7343	51382	51382
3121	1552.894	3995	51383	51383
614	1552.7924	54655	51384	51384
721	1552.7296	52841	51385	51385
3602	1552.6915	2281	51386	51386
679	1552.4098	53538	51387	51387
815	1552.4012	51434	51388	51388
800	1552.3842	51652	51389	51389
607	1552.3809	54779	51390	51390
4174	1552.3759	1403	51391	51391
685	1552.3739	53455	51392	51392
767	1552.3645	52123	51393	51393
2502	1552.2751	9134	51394	51394
1698	1552.2529	28602	51395	51395
3253	1552.2502	3372	51396	51396
820	1552.2113	51368	51397	51397
667	1552.1152	53739	51398	51398
3803	1551.9692	1859	51399	51399
655	1551.9244	53958	51400	51400
3845	1551.9199	1794	51401	51401
2281	1551.918	12632	51402	51402
612	1551.9061	54691	51403	51403
635	1551.6669	54290	51404	51404
654	1551.6208	53980	51405	51405
2705	1551.5385	6922	51406	51406
677	1551.5289	53587	51407	51407
706	1551.4467	53109	51408	51408
3649	1551.2852	2164	51409	51409
2479	1551.1931	9428	51410	51410
616	1551.0953	54615	51411	51411
1168	1551.0942	44869	51412	51412
1841	1550.8552	23811	51413	51413
2435	1550.8082	10049	51414	51414
704	1550.794	53147	51415	51415
683	1550.6862	53486	51416	51416
646	1550.5166	54101	51417	51417
1141	1550.4353	45524	51418	51418
3072	1550.3853	4248	51419	51419
2066	1550.3386	17297	51420	51420
636	1550.337	54275	51421	51421
1936	1550.1871	20861	51422	51422
619	1550.1837	54566	51423	51423
2829	1549.845	5882	51424	51424
794	1549.7946	51739	51425	51425
735	1549.6162	52609	51426	51426
2290	1549.5208	12449	51427	51427
2889	1549.4998	5439	51428	51428
634	1549.4958	54321	51429	51429
730	1549.4413	52696	51430	51430
805	1549.3926	51578	51431	51431
630	1549.3074	54392	51432	51432
635	1549.3042	54292	51433	51433
674	1549.2853	53627	51434	51434
914	1549.1212	49922	51435	51435
708	1549.0128	53082	51436	51436
636	1548.893	54278	51437	51437
2341	1548.8334	11578	51438	51438
682	1548.6456	53505	51439	51439
2627	1548.6218	7654	51440	51440
2629	1548.5704	7636	51441	51441
3406	1548.5405	2814	51442	51442
1684	1548.2913	29087	51443	51443
606	1548.2449	54795	51444	51444
1050	1548.2035	47475	51445	51445
605	1548.181	54811	51446	51446
628	1548.0775	54422	51447	51447
744	1548.052	52461	51448	51448
727	1547.9281	52745	51449	51449
2080	1547.7197	16941	51450	51450
1047	1547.7052	47552	51451	51451
614	1547.6858	54649	51452	51452
3532	1547.6346	2465	51453	51453
3780	1547.5867	1905	51454	51454
620	1547.4535	54551	51455	51455
2509	1547.4149	9052	51456	51456
776	1547.4001	51991	51457	51457
920	1547.0729	49828	51458	51458
657	1547.0505	53926	51459	51459
648	1547.0045	54069	51460	51460
759	1546.7588	52230	51461	51461
770	1546.7065	52085	51462	51462
618	1546.668	54586	51463	51463
649	1546.6572	54064	51464	51464
620	1546.6245	54557	51465	51465
740	1546.573	52541	51466	51466
622	1546.563	54516	51467	51467
641	1546.5283	54188	51468	51468
751	1546.5084	52358	51469	51469
2389	1546.4813	10762	51470	51470
610	1546.4769	54731	51471	51471
915	1546.4362	49907	51472	51472
2583	1546.3407	8136	51473	51473
3644	1546.3217	2180	51474	51474
653	1546.2092	54009	51475	51475
632	1546.1807	54353	51476	51476
646	1546.1604	54103	51477	51477
2460	1546.1383	9697	51478	51478
671	1546.0361	53692	51479	51479
635	1546.0012	54294	51480	51480
799	1545.9559	51667	51481	51481
3751	1545.9142	1961	51482	51482
1463	1545.864	36431	51483	51483
643	1545.8129	54143	51484	51484
633	1545.7681	54337	51485	51485
599	1545.6514	54920	51486	51486
2167	1545.6459	14954	51487	51487
701	1545.6271	53200	51488	51488
2553	1545.5454	8493	51489	51489
703	1545.5042	53175	51490	51490
828	1545.492	51260	51491	51491
2829	1545.1244	5879	51492	51492
1300	1545.0765	41394	51493	51493
739	1545.0219	52551	51494	51494
3936	1544.8643	1672	51495	51495
2456	1544.8452	9754	51496	51496
1342	1544.8268	40274	51497	51497
617	1544.5496	54607	51498	51498
628	1544.5399	54413	51499	51499
732	1544.3799	52666	51500	51500
731	1544.2865	52687	51501	51501
646	1544.1647	54097	51502	51502
609	1544.1115	54753	51503	51503
633	1544.0507	54342	51504	51504
4257	1544.0143	1326	51505	51505
605	1544.0057	54807	51506	51506
1082	1543.9884	46800	51507	51507
3240	1543.9017	3440	51508	51508
2794	1543.8933	6153	51509	51509
638	1543.804	54241	51510	51510
727	1543.7924	52752	51511	51511
617	1543.7662	54596	51512	51512
600	1543.7567	54901	51513	51513
815	1543.4185	51427	51514	51514
816	1543.4152	51426	51515	51515
625	1543.3925	54462	51516	51516
789	1543.3616	51796	51517	51517
3059	1543.3181	4307	51518	51518
1280	1543.2659	41917	51519	51519
2488	1543.2506	9323	51520	51520
606	1543.2374	54801	51521	51521
656	1543.2291	53952	51522	51522
2484	1543.1841	9374	51523	51523
706	1543.1154	53120	51524	51524
666	1543.0248	53757	51525	51525
817	1543.0223	51408	51526	51526
2947	1542.8883	4969	51527	51527
2369	1542.6426	11092	51528	51528
695	1542.5862	53285	51529	51529
649	1542.4368	54054	51530	51530
1753	1542.2455	26769	51531	51531
1232	1542.1748	43196	51532	51532
626	1542.0256	54444	51533	51533
659	1541.9424	53906	51534	51534
620	1541.9366	54562	51535	51535
2725	1541.9338	6758	51536	51536
1506	1541.7329	35066	51537	51537
885	1541.6912	50372	51538	51538
683	1541.5856	53484	51539	51539
738	1541.5544	52568	51540	51540
616	1541.482	54619	51541	51541
1005	1541.4735	48409	51542	51542
2184	1541.4142	14570	51543	51543
651	1541.3854	54027	51544	51544
621	1541.3682	54532	51545	51545
3043	1541.3301	4395	51546	51546
620	1541.2113	54559	51547	51547
682	1541.2078	53503	51548	51548
604	1541.1234	54843	51549	51549
621	1541.1217	54531	51550	51550
708	1541.094	53079	51551	51551
2909	1540.8567	5267	51552	51552
3381	1540.8333	2890	51553	51553
716	1540.8168	52925	51554	51554
632	1540.8044	54348	51555	51555
644	1540.7983	54135	51556	51556
3594	1540.7816	2301	51557	51557
650	1540.6819	54035	51558	51558
2518	1540.6549	8921	51559	51559
686	1540.5822	53425	51560	51560
4087	1540.4972	1497	51561	51561
754	1540.3823	52311	51562	51562
1526	1540.336	34464	51563	51563
704	1540.2103	53149	51564	51564
634	1540.1914	54317	51565	51565
4044	1540.1627	1538	51566	51566
674	1540.0532	53639	51567	51567
676	1539.9944	53604	51568	51568
605	1539.9528	54831	51569	51569
694	1539.9493	53311	51570	51570
726	1539.9318	52763	51571	51571
647	1539.7198	54079	51572	51572
2008	1539.6149	18803	51573	51573
661	1539.5742	53851	51574	51574
600	1539.5339	54896	51575	51575
4265	1539.3632	1318	51576	51576
736	1539.3011	52604	51577	51577
3083	1539.238	4181	51578	51578
770	1539.0574	52088	51579	51579
2942	1538.7927	5007	51580	51580
2662	1538.7546	7305	51581	51581
2858	1538.5603	5655	51582	51582
993	1538.5566	48614	51583	51583
626	1538.5409	54442	51584	51584
666	1538.4536	53760	51585	51585
724	1538.4496	52799	51586	51586
3243	1538.4478	3417	51587	51587
3399	1538.3712	2835	51588	51588
645	1538.2703	54117	51589	51589
642	1538.2675	54162	51590	51590
789	1538.1509	51815	51591	51591
832	1538.0209	51198	51592	51592
2022	1537.9165	18450	51593	51593
599	1537.8811	54911	51594	51594
3298	1537.8287	3181	51595	51595
688	1537.8287	53396	51596	51596
601	1537.67	54892	51597	51597
1152	1537.6058	45245	51598	51598
2737	1537.5889	6650	51599	51599
599	1537.4911	54910	51600	51600
3244	1537.391	3413	51601	51601
769	1537.3389	52100	51602	51602
1232	1537.2681	43210	51603	51603
958	1537.1677	49198	51604	51604
3523	1537.1659	2486	51605	51605
3277	1537.125	3281	51606	51606
688	1537.0953	53389	51607	51607
2803	1537.0259	6089	51608	51608
708	1536.9396	53061	51609	51609
690	1536.6908	53372	51610	51610
1375	1536.6254	39255	51611	51611
980	1536.6145	48847	51612	51612
629	1536.5588	54401	51613	51613
3205	1536.453	3607	51614	51614
2188	1536.3795	14486	51615	51615
2826	1536.2843	5902	51616	51616
702	1536.1044	53185	51617	51617
2030	1536.0201	18240	51618	51618
811	1535.9291	51496	51619	51619
3607	1535.8993	2265	51620	51620
793	1535.8925	51755	51621	51621
3090	1535.8193	4148	51622	51622
636	1535.6986	54273	51623	51623
3121	1535.6559	3997	51624	51624
625	1535.6185	54465	51625	51625
653	1535.4985	53999	51626	51626
2983	1535.4265	4733	51627	51627
2588	1535.3972	8071	51628	51628
1988	1535.2416	19354	51629	51629
626	1535.2007	54443	51630	51630
628	1535.1176	54415	51631	51631
841	1535.0449	51057	51632	51632
640	1534.8718	54205	51633	51633
3647	1534.8433	2172	51634	51634
1297	1534.7101	41462	51635	51635
2894	1534.4576	5390	51636	51636
682	1534.4282	53506	51637	51637
670	1534.3514	53696	51638	51638
1004	1534.2877	48443	51639	51639
2955	1534.2472	4923	51640	51640
603	1534.2382	54856	51641	51641
678	1534.1259	53556	51642	51642
615	1534.1044	54627	51643	51643
733	1534.0391	52650	51644	51644
650	1534.0004	54039	51645	51645
2811	1533.9515	6027	51646	51646
687	1533.7976	53414	51647	51647
2629	1533.7325	7627	51648	51648
2867	1533.6625	5583	51649	51649
649	1533.593	54062	51650	51650
675	1533.4393	53616	51651	51651
626	1533.3167	54458	51652	51652
655	1533.3115	53974	51653	51653
646	1533.2605	54094	51654	51654
2546	1533.1731	8565	51655	51655
2644	1533.1509	7472	51656	51656
683	1533.1355	53490	51657	51657
750	1533.0836	52364	51658	51658
3665	1533.0126	2135	51659	51659
608	1532.884	54755	51660	51660
690	1532.8453	53366	51661	51661
608	1532.778	54768	51662	51662
2983	1532.7697	4735	51663	51663
658	1532.7454	53919	51664	51664
816	1532.6868	51415	51665	51665
657	1532.621	53931	51666	51666
3015	1532.5876	4549	51667	51667
629	1532.5126	54393	51668	51668
2646	1532.4882	7450	51669	51669
642	1532.4299	54169	51670	51670
805	1532.3643	51575	51671	51671
739	1532.3386	52552	51672	51672
3405	1532.1515	2816	51673	51673
741	1532.149	52520	51674	51674
2803	1532.1327	6081	51675	51675
659	1532.1073	53900	51676	51676
667	1532.0869	53752	51677	51677
622	1532.0609	54517	51678	51678
730	1531.9783	52712	51679	51679
676	1531.9135	53597	51680	51680
652	1531.8345	54019	51681	51681
635	1531.8073	54291	51682	51682
630	1531.7639	54383	51683	51683
634	1531.677	54323	51684	51684
2908	1531.6595	5283	51685	51685
659	1531.5176	53902	51686	51686
2926	1531.122	5138	51687	51687
1963	1531.0903	20073	51688	51688
622	1531.0879	54508	51689	51689
2089	1531.0333	16753	51690	51690
639	1530.9972	54229	51691	51691
688	1530.9962	53398	51692	51692
2108	1530.9803	16318	51693	51693
628	1530.9578	54423	51694	51694
632	1530.9543	54355	51695	51695
721	1530.9052	52843	51696	51696
667	1530.8794	53741	51697	51697
696	1530.8689	53275	51698	51698
3094	1530.758	4127	51699	51699
3060	1530.7551	4303	51700	51700
1065	1530.6754	47164	51701	51701
612	1530.5919	54697	51702	51702
3353	1530.5775	2988	51703	51703
707	1530.4941	53103	51704	51704
2560	1530.4891	8387	51705	51705
608	1530.4705	54761	51706	51706
3263	1530.4694	3330	51707	51707
637	1530.4417	54254	51708	51708
639	1530.4147	54215	51709	51709
688	1530.3785	53402	51710	51710
1052	1530.3524	47444	51711	51711
626	1530.1221	54448	51712	51712
603	1530.1132	54860	51713	51713
688	1530.0361	53401	51714	51714
2161	1529.9921	15057	51715	51715
672	1529.9583	53671	51716	51716
2549	1529.9009	8537	51717	51717
619	1529.7867	54565	51718	51718
650	1529.6947	54034	51719	51719
2631	1529.6566	7600	51720	51720
2128	1529.6511	15856	51721	51721
1039	1529.6288	47722	51722	51722
914	1529.567	49917	51723	51723
694	1529.5631	53313	51724	51724
626	1529.5616	54447	51725	51725
3484	1529.5514	2598	51726	51726
610	1529.4935	54730	51727	51727
656	1529.3993	53944	51728	51728
687	1529.3174	53410	51729	51729
2647	1529.2712	7433	51730	51730
608	1529.2441	54759	51731	51731
699	1529.1357	53225	51732	51732
697	1529.0465	53258	51733	51733
1908	1529.02	21691	51734	51734
2257	1528.9886	13107	51735	51735
658	1528.7904	53920	51736	51736
633	1528.7417	54326	51737	51737
2503	1528.6372	9132	51738	51738
623	1528.6036	54497	51739	51739
652	1528.4481	54020	51740	51740
976	1528.3427	48912	51741	51741
1817	1528.2131	24638	51742	51742
1418	1528.1343	37882	51743	51743
1070	1528.0038	47058	51744	51744
2282	1527.9567	12613	51745	51745
661	1527.8662	53854	51746	51746
2788	1527.8578	6204	51747	51747
2951	1527.7516	4939	51748	51748
720	1527.7245	52857	51749	51749
602	1527.6428	54862	51750	51750
606	1527.4377	54800	51751	51751
645	1527.4021	54114	51752	51752
891	1527.3782	50281	51753	51753
714	1527.1882	52955	51754	51754
745	1527.1505	52449	51755	51755
3420	1527.1445	2775	51756	51756
607	1527.14	54770	51757	51757
3082	1527.0459	4186	51758	51758
664	1527.045	53793	51759	51759
776	1527.0157	51987	51760	51760
2926	1526.8214	5142	51761	51761
619	1526.7916	54564	51762	51762
692	1526.7166	53347	51763	51763
2168	1526.651	14940	51764	51764
2093	1526.5951	16652	51765	51765
664	1526.4397	53804	51766	51766
897	1526.397	50194	51767	51767
628	1526.3087	54407	51768	51768
609	1526.1824	54749	51769	51769
704	1525.999	53141	51770	51770
657	1525.8945	53928	51771	51771
605	1525.8634	54829	51772	51772
687	1525.8325	53415	51773	51773
836	1525.8229	51146	51774	51774
600	1525.784	54903	51775	51775
670	1525.7133	53702	51776	51776
635	1525.7113	54279	51777	51777
2688	1525.5688	7062	51778	51778
627	1525.5344	54432	51779	51779
776	1525.4681	51986	51780	51780
681	1525.4514	53526	51781	51781
753	1525.358	52325	51782	51782
676	1525.3336	53599	51783	51783
2837	1525.2548	5810	51784	51784
2611	1525.0564	7833	51785	51785
695	1524.8807	53295	51786	51786
2480	1524.7827	9426	51787	51787
710	1524.7625	53048	51788	51788
698	1524.603	53243	51789	51789
2156	1524.5916	15185	51790	51790
605	1524.5491	54819	51791	51791
744	1524.4591	52475	51792	51792
697	1524.3313	53261	51793	51793
620	1524.1743	54563	51794	51794
3213	1524.0928	3571	51795	51795
712	1524.0868	53011	51796	51796
770	1524.0623	52087	51797	51797
2173	1524.0476	14822	51798	51798
683	1524.0121	53479	51799	51799
607	1524.0078	54782	51800	51800
616	1523.9252	54620	51801	51801
756	1523.91	52274	51802	51802
710	1523.8849	53044	51803	51803
710	1523.7948	53030	51804	51804
3361	1523.4282	2951	51805	51805
662	1523.4163	53831	51806	51806
613	1523.3907	54662	51807	51807
603	1523.3525	54851	51808	51808
668	1523.2152	53735	51809	51809
2237	1523.151	13493	51810	51810
747	1523.1414	52421	51811	51811
2413	1523.1313	10388	51812	51812
604	1523.1259	54846	51813	51813
1059	1522.9978	47303	51814	51814
629	1522.9733	54398	51815	51815
632	1522.961	54347	51816	51816
3698	1522.7976	2068	51817	51817
2087	1522.7067	16785	51818	51818
603	1522.7023	54853	51819	51819
883	1522.6714	50395	51820	51820
724	1522.6572	52798	51821	51821
631	1522.6456	54359	51822	51822
638	1522.6295	54243	51823	51823
2512	1522.5684	8999	51824	51824
600	1522.5575	54908	51825	51825
770	1522.4282	52082	51826	51826
627	1522.4097	54441	51827	51827
3235	1522.3528	3465	51828	51828
706	1522.3242	53122	51829	51829
653	1522.2855	53993	51830	51830
635	1522.2786	54289	51831	51831
637	1522.2557	54260	51832	51832
658	1522.1506	53925	51833	51833
795	1522.0815	51724	51834	51834
966	1522.0505	49068	51835	51835
857	1522.0256	50812	51836	51836
1807	1522.0054	24952	51837	51837
668	1521.978	53738	51838	51838
699	1521.8636	53228	51839	51839
1829	1521.6599	24238	51840	51840
3220	1521.593	3537	51841	51841
678	1521.5677	53566	51842	51842
783	1521.5555	51906	51843	51843
3059	1521.5011	4309	51844	51844
3061	1521.2045	4296	51845	51845
873	1521.1969	50568	51846	51846
629	1521.0964	54402	51847	51847
604	1521.0825	54836	51848	51848
3275	1521.0745	3287	51849	51849
741	1521.0509	52514	51850	51850
621	1520.93	54541	51851	51851
2882	1520.3707	5478	51852	51852
3216	1520.1552	3554	51853	51853
726	1520.0416	52756	51854	51854
641	1520.0153	54179	51855	51855
2830	1519.9169	5878	51856	51856
614	1519.866	54641	51857	51857
653	1519.8573	53995	51858	51858
667	1519.7983	53746	51859	51859
704	1519.7931	53137	51860	51860
3105	1519.6919	4078	51861	51861
659	1519.567	53888	51862	51862
2746	1519.5574	6565	51863	51863
606	1519.4935	54802	51864	51864
3092	1519.4623	4136	51865	51865
818	1519.3832	51393	51866	51866
2079	1519.3795	16960	51867	51867
647	1519.3407	54091	51868	51868
642	1519.2794	54160	51869	51869
684	1519.23	53467	51870	51870
653	1519.155	54000	51871	51871
804	1519.0786	51589	51872	51872
2802	1519.0278	6090	51873	51873
994	1519.012	48602	51874	51874
599	1518.8597	54913	51875	51875
2935	1518.8153	5071	51876	51876
3536	1518.7827	2453	51877	51877
677	1518.7695	53580	51878	51878
1484	1518.7568	35784	51879	51879
3091	1518.7498	4141	51880	51880
603	1518.7078	54848	51881	51881
617	1518.5614	54598	51882	51882
2360	1518.5588	11238	51883	51883
661	1518.3679	53869	51884	51884
690	1518.3185	53360	51885	51885
631	1518.2357	54364	51886	51886
649	1518.2065	54052	51887	51887
721	1518.1396	52845	51888	51888
2947	1518.1039	4973	51889	51889
660	1518.0737	53886	51890	51890
2225	1518.0099	13737	51891	51891
675	1517.8652	53607	51892	51892
699	1517.8036	53226	51893	51893
653	1517.7856	54001	51894	51894
679	1517.504	53554	51895	51895
2868	1517.4757	5578	51896	51896
2572	1517.4673	8258	51897	51897
693	1517.4238	53335	51898	51898
730	1517.4142	52699	51899	51899
1859	1517.3802	23260	51900	51900
878	1517.3706	50491	51901	51901
794	1517.2567	51730	51902	51902
673	1517.1865	53644	51903	51903
649	1517.152	54060	51904	51904
2015	1517.0524	18617	51905	51905
707	1517.0391	53095	51906	51906
765	1516.9231	52155	51907	51907
3204	1516.916	3614	51908	51908
743	1516.811	52493	51909	51909
774	1516.6616	52013	51910	51910
637	1516.6422	54253	51911	51911
2544	1516.641	8585	51912	51912
2587	1516.6394	8086	51913	51913
2217	1516.6285	13903	51914	51914
608	1516.6002	54765	51915	51915
3399	1516.5642	2832	51916	51916
686	1516.4962	53420	51917	51917
658	1516.4556	53924	51918	51918
707	1516.4445	53085	51919	51919
3317	1516.4388	3121	51920	51920
605	1516.2932	54816	51921	51921
635	1516.2518	54297	51922	51922
784	1516.1001	51893	51923	51923
993	1516.0797	48626	51924	51924
648	1516.0453	54070	51925	51925
3440	1515.9965	2714	51926	51926
645	1515.9894	54108	51927	51927
804	1515.9315	51593	51928	51928
910	1515.9124	49979	51929	51929
3341	1515.8638	3037	51930	51930
3652	1515.8181	2156	51931	51931
1143	1515.5476	45466	51932	51932
2280	1515.3793	12637	51933	51933
2731	1515.3534	6700	51934	51934
752	1515.1521	52341	51935	51935
3072	1515.1344	4249	51936	51936
1105	1515.116	46294	51937	51937
2713	1515.0754	6857	51938	51938
661	1515.0414	53865	51939	51939
744	1514.9058	52479	51940	51940
808	1514.8848	51537	51941	51941
2631	1514.7662	7597	51942	51942
3544	1514.6678	2427	51943	51943
686	1514.6542	53432	51944	51944
744	1514.6456	52467	51945	51945
631	1514.6339	54372	51946	51946
2556	1514.3402	8450	51947	51947
2985	1514.2177	4718	51948	51948
3120	1514.1785	4001	51949	51949
832	1514.1343	51190	51950	51950
3027	1514.1196	4483	51951	51951
2535	1513.9034	8695	51952	51952
658	1513.8485	53917	51953	51953
2714	1513.8413	6844	51954	51954
775	1513.8381	52003	51955	51955
2579	1513.8195	8181	51956	51956
3564	1513.7372	2381	51957	51957
2680	1513.5653	7141	51958	51958
3295	1513.482	3201	51959	51959
2757	1513.4222	6458	51960	51960
643	1513.4016	54147	51961	51961
3500	1513.2214	2553	51962	51962
932	1513.1683	49662	51963	51963
793	1513.1327	51743	51964	51964
719	1513.0891	52884	51965	51965
1021	1512.9583	48104	51966	51966
2645	1512.8412	7462	51967	51967
3085	1512.8093	4173	51968	51968
3390	1512.6821	2865	51969	51969
2026	1512.5824	18342	51970	51970
1131	1512.5734	45744	51971	51971
617	1512.3097	54606	51972	51972
620	1512.2766	54558	51973	51973
3255	1512.2173	3365	51974	51974
749	1512.2036	52379	51975	51975
2712	1512.1992	6864	51976	51976
628	1512.1986	54419	51977	51977
663	1512.1173	53818	51978	51978
874	1512.0332	50555	51979	51979
821	1511.961	51358	51980	51980
618	1511.8868	54577	51981	51981
666	1511.8567	53765	51982	51982
646	1511.8053	54100	51983	51983
796	1511.6176	51711	51984	51984
2701	1511.6002	6957	51985	51985
713	1511.5862	52996	51986	51986
606	1511.49	54805	51987	51987
2855	1511.3098	5675	51988	51988
685	1511.2747	53444	51989	51989
665	1511.224	53790	51990	51990
3394	1511.091	2853	51991	51991
651	1510.8759	54024	51992	51992
641	1510.8679	54182	51993	51993
2718	1510.8512	6815	51994	51994
664	1510.7965	53799	51995	51995
703	1510.7224	53162	51996	51996
700	1510.6475	53204	51997	51997
666	1510.5166	53771	51998	51998
611	1510.5037	54701	51999	51999
647	1510.501	54086	52000	52000
2260	1510.4987	13027	52001	52001
2698	1510.4702	6981	52002	52002
694	1510.386	53302	52003	52003
3376	1510.3801	2905	52004	52004
789	1510.3711	51801	52005	52005
634	1510.3567	54312	52006	52006
645	1510.3494	54116	52007	52007
679	1510.292	53551	52008	52008
638	1510.1793	54234	52009	52009
663	1510.1726	53813	52010	52010
2751	1510.1101	6523	52011	52011
2918	1510.0511	5194	52012	52012
3469	1509.974	2633	52013	52013
653	1509.8044	54004	52014	52014
1644	1509.7781	30473	52015	52015
1142	1509.7561	45476	52016	52016
1943	1509.7336	20645	52017	52017
1652	1509.711	30210	52018	52018
2964	1509.6875	4851	52019	52019
607	1509.6859	54769	52020	52020
3311	1509.6306	3140	52021	52021
736	1509.5875	52590	52022	52022
655	1509.5632	53967	52023	52023
3433	1509.5072	2738	52024	52024
659	1509.4231	53890	52025	52025
640	1509.4111	54201	52026	52026
3253	1509.2421	3374	52027	52027
2297	1509.1638	12311	52028	52028
731	1508.9324	52682	52029	52029
930	1508.9093	49687	52030	52030
637	1508.8314	54267	52031	52031
1049	1508.7181	47500	52032	52032
598	1508.7172	54930	52033	52033
3092	1508.6884	4140	52034	52034
675	1508.6653	53619	52035	52035
2922	1508.6464	5162	52036	52036
602	1508.6371	54865	52037	52037
2734	1508.6262	6677	52038	52038
639	1508.4456	54220	52039	52039
816	1508.2732	51419	52040	52040
634	1508.2482	54309	52041	52041
