Feature_ID	chrom	end	start	n_cells_by_counts	mean_counts	log1p_mean_counts	pct_dropout_by_counts	total_counts	log1p_total_counts
chr1_102844300_102894300::	chr1	102894300::	102844300	29	0.020833334	0.020619288	98.11197916666666	32.0	3.4965076
chr1_102894300_102944300::	chr1	102944300::	102894300	42	0.029296875	0.028875923	97.265625	45.0	3.8286414
chr1_102944300_102994300::	chr1	102994300::	102944300	36	0.024739584	0.024438515	97.65625	38.0	3.6635616
chr1_102994300_103044300::	chr1	103044300::	102994300	36	0.025390625	0.025073638	97.65625	39.0	3.6888795
chr1_103044300_103050000::	chr1	103050000::	103044300	11	0.0071614585	0.007135937	99.28385416666666	11.0	2.4849067
chr1_156050000_156100000::	chr1	156100000::	156050000	274	0.24934895	0.22262259	82.16145833333334	383.0	5.9506426
chr1_156100000_156150000::	chr1	156150000::	156100000	77	0.055989582	0.05447832	94.98697916666666	86.0	4.465908
chr1_156150000_156200000::	chr1	156200000::	156150000	63	0.051432293	0.050153323	95.8984375	79.0	4.3820267
chr1_156200000_156250000::	chr1	156250000::	156200000	135	0.11393229	0.10789636	91.2109375	175.0	5.170484
chr1_156250000_156300000::	chr1	156300000::	156250000	133	0.11263021	0.106726766	91.34114583333334	173.0	5.159055
chr1_156300000_156350000::	chr1	156350000::	156300000	138	0.111979164	0.106141455	91.015625	172.0	5.1532917
chr1_156350000_156400000::	chr1	156400000::	156350000	100	0.079427086	0.076430425	93.48958333333334	122.0	4.8121843
chr1_156400000_156450000::	chr1	156450000::	156400000	332	0.35611978	0.30462748	78.38541666666666	547.0	6.3062754
chr1_156450000_156500000::	chr1	156500000::	156450000	520	0.7011719	0.53131735	66.14583333333333	1077.0	6.982863
chr1_156500000_156550000::	chr1	156550000::	156500000	227	0.23632812	0.2121458	85.22135416666666	363.0	5.897154
chr1_156550000_156600000::	chr1	156600000::	156550000	314	0.3111979	0.27094114	79.55729166666666	478.0	6.1717005
chr1_156600000_156650000::	chr1	156650000::	156600000	395	0.43033853	0.35791114	74.28385416666667	661.0	6.4952655
chr1_156650000_156700000::	chr1	156700000::	156650000	400	0.4440104	0.36742422	73.95833333333333	682.0	6.526495
chr1_156700000_156750000::	chr1	156750000::	156700000	399	0.5123698	0.41367784	74.0234375	787.0	6.669498
chr1_156750000_156800000::	chr1	156800000::	156750000	220	0.21484375	0.19461547	85.67708333333334	330.0	5.8021183
chr1_156800000_156850000::	chr1	156850000::	156800000	151	0.119791664	0.11314265	90.16927083333334	184.0	5.220356
chr1_156850000_156900000::	chr1	156900000::	156850000	267	0.26497397	0.23505154	82.6171875	407.0	6.011267
chr1_156900000_156950000::	chr1	156950000::	156900000	396	0.5182292	0.41754466	74.21875	796.0	6.680855
chr1_156950000_157000000::	chr1	157000000::	156950000	567	0.75846356	0.5644404	63.0859375	1165.0	7.0613346
chr1_157000000_157050000::	chr1	157050000::	157000000	580	0.8541667	0.6174354	62.23958333333333	1312.0	7.18007
chr1_98050000_98100000::	chr1	98100000::	98050000	399	0.5442708	0.43455184	74.0234375	836.0	6.729824
chr1_98100000_98150000::	chr1	98150000::	98100000	326	0.45898438	0.37774056	78.77604166666666	705.0	6.559615
chr1_98150000_98200000::	chr1	98200000::	98150000	150	0.12630208	0.118939765	90.234375	194.0	5.273
chr1_98200000_98250000::	chr1	98250000::	98200000	66	0.047526043	0.046431236	95.703125	73.0	4.304065
chr1_98250000_98300000::	chr1	98300000::	98250000	42	0.033203125	0.032663807	97.265625	51.0	3.9512436
chr1_98300000_98350000::	chr1	98350000::	98300000	57	0.0390625	0.038318865	96.2890625	60.0	4.1108737
chr1_98350000_98400000::	chr1	98400000::	98350000	48	0.033854168	0.033293728	96.875	52.0	3.9702919
chr1_98400000_98450000::	chr1	98450000::	98400000	50	0.035807293	0.035181116	96.74479166666666	55.0	4.0253515
chr1_98450000_98500000::	chr1	98500000::	98450000	56	0.048177082	0.047052544	96.35416666666666	74.0	4.317488
chr1_98500000_98550000::	chr1	98550000::	98500000	73	0.0546875	0.053244513	95.24739583333334	84.0	4.4426513
chr1_98550000_98600000::	chr1	98600000::	98550000	141	0.13216145	0.124128595	90.8203125	203.0	5.31812
chr1_98600000_98650000::	chr1	98650000::	98600000	47	0.033854168	0.033293728	96.94010416666666	52.0	3.9702919
chr1_98650000_98700000::	chr1	98700000::	98650000	46	0.033854168	0.033293728	97.00520833333334	52.0	3.9702919
chr1_98700000_98750000::	chr1	98750000::	98700000	86	0.072265625	0.069773816	94.40104166666666	111.0	4.7184987
chr1_98750000_98800000::	chr1	98800000::	98750000	101	0.08268229	0.07944156	93.42447916666666	127.0	4.8520303
chr1_98800000_98850000::	chr1	98850000::	98800000	50	0.039713543	0.038945235	96.74479166666666	61.0	4.1271343
chr1_98850000_98900000::	chr1	98900000::	98850000	35	0.022786459	0.022530725	97.72135416666666	35.0	3.583519
chr1_98900000_98950000::	chr1	98950000::	98900000	32	0.022135416	0.021893984	97.91666666666666	34.0	3.5553482
chr1_98950000_99000000::	chr1	99000000::	98950000	29	0.0234375	0.023167059	98.11197916666666	36.0	3.6109178
chr1_99000000_99050000::	chr1	99050000::	99000000	36	0.026692709	0.026342673	97.65625	41.0	3.7376697
chr1_49050000_49100000::	chr1	49100000::	49050000	34	0.022135416	0.021893984	97.78645833333334	34.0	3.5553482
chr1_49100000_49150000::	chr1	49150000::	49100000	34	0.022786459	0.022530725	97.78645833333334	35.0	3.583519
chr1_49150000_49200000::	chr1	49200000::	49150000	27	0.017578125	0.017425416	98.2421875	27.0	3.3322046
chr1_49200000_49250000::	chr1	49250000::	49200000	29	0.020182291	0.019981328	98.11197916666666	31.0	3.465736
chr1_49250000_49300000::	chr1	49300000::	49250000	28	0.021484375	0.02125684	98.17708333333334	33.0	3.5263605
chr1_49300000_49350000::	chr1	49350000::	49300000	26	0.016927084	0.016785417	98.30729166666666	26.0	3.295837
chr1_49350000_49400000::	chr1	49400000::	49350000	31	0.022786459	0.022530725	97.98177083333334	35.0	3.583519
chr1_49400000_49450000::	chr1	49450000::	49400000	32	0.022135416	0.021893984	97.91666666666666	34.0	3.5553482
chr1_49450000_49500000::	chr1	49500000::	49450000	20	0.013671875	0.013579258	98.69791666666666	21.0	3.0910425
chr1_49500000_49550000::	chr1	49550000::	49500000	28	0.01953125	0.019342963	98.17708333333334	30.0	3.4339871
chr1_49550000_49600000::	chr1	49600000::	49550000	24	0.016927084	0.016785417	98.4375	26.0	3.295837
chr1_49600000_49650000::	chr1	49650000::	49600000	31	0.020182291	0.019981328	97.98177083333334	31.0	3.465736
chr1_49650000_49700000::	chr1	49700000::	49650000	39	0.026041666	0.025708357	97.4609375	40.0	3.713572
chr1_49700000_49750000::	chr1	49750000::	49700000	26	0.01953125	0.019342963	98.30729166666666	30.0	3.4339871
chr1_49750000_49800000::	chr1	49800000::	49750000	45	0.030598959	0.030140147	97.0703125	47.0	3.871201
chr1_49800000_49850000::	chr1	49850000::	49800000	24	0.015625	0.015504187	98.4375	24.0	3.218876
chr1_49850000_49900000::	chr1	49900000::	49850000	47	0.032552082	0.03203349	96.94010416666666	50.0	3.9318256
chr1_49900000_49950000::	chr1	49950000::	49900000	43	0.03125	0.030771658	97.20052083333334	48.0	3.8918204
chr1_49950000_50000000::	chr1	50000000::	49950000	33	0.025390625	0.025073638	97.8515625	39.0	3.6888795
chr1_50000000_50050000::	chr1	50050000::	50000000	41	0.02734375	0.026976587	97.33072916666666	42.0	3.7612002
chr1_27050000_27100000::	chr1	27100000::	27050000	32	0.022786459	0.022530725	97.91666666666666	35.0	3.583519
chr1_27100000_27150000::	chr1	27150000::	27100000	34	0.022135416	0.021893984	97.78645833333334	34.0	3.5553482
chr1_27150000_27200000::	chr1	27200000::	27150000	17	0.01171875	0.011650617	98.89322916666666	18.0	2.944439
chr1_27200000_27250000::	chr1	27250000::	27200000	41	0.029296875	0.028875923	97.33072916666666	45.0	3.8286414
chr1_27250000_27300000::	chr1	27300000::	27250000	31	0.020833334	0.020619288	97.98177083333334	32.0	3.4965076
chr1_27300000_27350000::	chr1	27350000::	27300000	37	0.024739584	0.024438515	97.59114583333334	38.0	3.6635616
chr1_27350000_27400000::	chr1	27400000::	27350000	30	0.021484375	0.02125684	98.046875	33.0	3.5263605
chr1_27400000_27450000::	chr1	27450000::	27400000	30	0.01953125	0.019342963	98.046875	30.0	3.4339871
chr1_27450000_27500000::	chr1	27500000::	27450000	31	0.021484375	0.02125684	97.98177083333334	33.0	3.5263605
chr1_27500000_27550000::	chr1	27550000::	27500000	45	0.033203125	0.032663807	97.0703125	51.0	3.9512436
chr1_27550000_27600000::	chr1	27600000::	27550000	22	0.015625	0.015504187	98.56770833333334	24.0	3.218876
chr1_27600000_27650000::	chr1	27650000::	27600000	28	0.022135416	0.021893984	98.17708333333334	34.0	3.5553482
chr1_27650000_27700000::	chr1	27700000::	27650000	36	0.026041666	0.025708357	97.65625	40.0	3.713572
chr1_27700000_27750000::	chr1	27750000::	27700000	31	0.020182291	0.019981328	97.98177083333334	31.0	3.465736
chr1_27750000_27800000::	chr1	27800000::	27750000	21	0.014973958	0.014862955	98.6328125	23.0	3.1780539
chr1_27800000_27850000::	chr1	27850000::	27800000	28	0.024739584	0.024438515	98.17708333333334	38.0	3.6635616
chr1_27850000_27900000::	chr1	27900000::	27850000	30	0.022135416	0.021893984	98.046875	34.0	3.5553482
chr1_27900000_27950000::	chr1	27950000::	27900000	26	0.016927084	0.016785417	98.30729166666666	26.0	3.295837
chr1_27950000_28000000::	chr1	28000000::	27950000	35	0.025390625	0.025073638	97.72135416666666	39.0	3.6888795
chr1_28000000_28050000::	chr1	28050000::	28000000	51	0.0390625	0.038318865	96.6796875	60.0	4.1108737
chr1_169050000_169100000::	chr1	169100000::	169050000	58	0.040364582	0.03957121	96.22395833333334	62.0	4.1431346
chr1_169100000_169150000::	chr1	169150000::	169100000	37	0.028645834	0.028243212	97.59114583333334	44.0	3.8066626
chr1_169150000_169200000::	chr1	169200000::	169150000	32	0.024088541	0.023802988	97.91666666666666	37.0	3.637586
chr1_169200000_169250000::	chr1	169250000::	169200000	48	0.033854168	0.033293728	96.875	52.0	3.9702919
chr1_169250000_169300000::	chr1	169300000::	169250000	40	0.028645834	0.028243212	97.39583333333334	44.0	3.8066626
chr1_169300000_169350000::	chr1	169350000::	169300000	57	0.0390625	0.038318865	96.2890625	60.0	4.1108737
chr1_169350000_169400000::	chr1	169400000::	169350000	62	0.042317707	0.041446798	95.96354166666666	65.0	4.189655
chr1_169400000_169450000::	chr1	169450000::	169400000	50	0.038411457	0.0376921	96.74479166666666	59.0	4.0943446
chr1_169450000_169500000::	chr1	169500000::	169450000	86	0.060546875	0.058784693	94.40104166666666	93.0	4.543295
chr1_169500000_169550000::	chr1	169550000::	169500000	215	0.20833333	0.189242	86.00260416666666	320.0	5.771441
chr1_169550000_169600000::	chr1	169600000::	169550000	222	0.24414062	0.21844503	85.546875	375.0	5.9295893
chr1_169600000_169650000::	chr1	169650000::	169600000	163	0.1373698	0.12871839	89.38802083333334	211.0	5.3565865
chr1_169650000_169700000::	chr1	169700000::	169650000	182	0.19140625	0.17513433	88.15104166666666	294.0	5.6869755
chr1_169700000_169750000::	chr1	169750000::	169700000	64	0.046223957	0.04518745	95.83333333333334	71.0	4.276666
chr1_169750000_169800000::	chr1	169800000::	169750000	70	0.065104164	0.0630726	95.44270833333334	100.0	4.6151204
chr1_169800000_169850000::	chr1	169850000::	169800000	54	0.045572918	0.04456498	96.484375	70.0	4.26268
chr1_169850000_169900000::	chr1	169900000::	169850000	95	0.06966146	0.06734221	93.81510416666666	107.0	4.6821313
chr1_169900000_169950000::	chr1	169950000::	169900000	172	0.14648438	0.13670018	88.80208333333334	225.0	5.420535
chr1_169950000_170000000::	chr1	170000000::	169950000	255	0.2389323	0.21424997	83.3984375	367.0	5.908083
chr1_170000000_170050000::	chr1	170050000::	170000000	197	0.17122395	0.15804932	87.17447916666666	263.0	5.575949
chr1_22556900_22606900::	chr1	22606900::	22556900	0	0.0	0.0	100.0	0.0	0.0
chr1_22606900_22656900::	chr1	22656900::	22606900	1	0.0006510417	0.00065082987	99.93489583333334	1.0	0.6931472
chr1_22656900_22706900::	chr1	22706900::	22656900	0	0.0	0.0	100.0	0.0	0.0
chr1_22706900_22756900::	chr1	22756900::	22706900	0	0.0	0.0	100.0	0.0	0.0
chr1_22756900_22806900::	chr1	22806900::	22756900	0	0.0	0.0	100.0	0.0	0.0
chr1_22806900_22856900::	chr1	22856900::	22806900	0	0.0	0.0	100.0	0.0	0.0
chr1_22856900_22906900::	chr1	22906900::	22856900	24	0.017578125	0.017425416	98.4375	27.0	3.3322046
chr1_22906900_22956900::	chr1	22956900::	22906900	40	0.028645834	0.028243212	97.39583333333334	44.0	3.8066626
chr1_22956900_23006900::	chr1	23006900::	22956900	39	0.02734375	0.026976587	97.4609375	42.0	3.7612002
chr1_23006900_23050000::	chr1	23050000::	23006900	24	0.016927084	0.016785417	98.4375	26.0	3.295837
chr1_68050000_68100000::	chr1	68100000::	68050000	33	0.022135416	0.021893984	97.8515625	34.0	3.5553482
chr1_68100000_68150000::	chr1	68150000::	68100000	32	0.0234375	0.023167059	97.91666666666666	36.0	3.6109178
chr1_68150000_68200000::	chr1	68200000::	68150000	35	0.022786459	0.022530725	97.72135416666666	35.0	3.583519
chr1_68200000_68250000::	chr1	68250000::	68200000	31	0.022786459	0.022530725	97.98177083333334	35.0	3.583519
chr1_68250000_68300000::	chr1	68300000::	68250000	29	0.022135416	0.021893984	98.11197916666666	34.0	3.5553482
chr1_68300000_68350000::	chr1	68350000::	68300000	31	0.024739584	0.024438515	97.98177083333334	38.0	3.6635616
chr1_68350000_68400000::	chr1	68400000::	68350000	23	0.014973958	0.014862955	98.50260416666666	23.0	3.1780539
chr1_68400000_68450000::	chr1	68450000::	68400000	32	0.0234375	0.023167059	97.91666666666666	36.0	3.6109178
chr1_68450000_68500000::	chr1	68500000::	68450000	31	0.022135416	0.021893984	97.98177083333334	34.0	3.5553482
chr1_68500000_68550000::	chr1	68550000::	68500000	35	0.024088541	0.023802988	97.72135416666666	37.0	3.637586
chr1_68550000_68600000::	chr1	68600000::	68550000	29	0.020182291	0.019981328	98.11197916666666	31.0	3.465736
chr1_68600000_68650000::	chr1	68650000::	68600000	25	0.017578125	0.017425416	98.37239583333334	27.0	3.3322046
chr1_68650000_68700000::	chr1	68700000::	68650000	32	0.022135416	0.021893984	97.91666666666666	34.0	3.5553482
chr1_68700000_68750000::	chr1	68750000::	68700000	39	0.026692709	0.026342673	97.4609375	41.0	3.7376697
chr1_68750000_68800000::	chr1	68800000::	68750000	29	0.022786459	0.022530725	98.11197916666666	35.0	3.583519
chr1_68800000_68850000::	chr1	68850000::	68800000	39	0.026041666	0.025708357	97.4609375	40.0	3.713572
chr1_68850000_68900000::	chr1	68900000::	68850000	29	0.01953125	0.019342963	98.11197916666666	30.0	3.4339871
chr1_68900000_68950000::	chr1	68950000::	68900000	27	0.018880209	0.018704189	98.2421875	29.0	3.4011974
chr1_68950000_69000000::	chr1	69000000::	68950000	25	0.01953125	0.019342963	98.37239583333334	30.0	3.4339871
chr1_69000000_69050000::	chr1	69050000::	69000000	36	0.0234375	0.023167059	97.65625	36.0	3.6109178
chr1_152050000_152100000::	chr1	152100000::	152050000	331	0.39583334	0.33349162	78.45052083333334	608.0	6.4118185
chr1_152100000_152150000::	chr1	152150000::	152100000	137	0.103515625	0.0985011	91.08072916666666	159.0	5.075174
chr1_152150000_152200000::	chr1	152200000::	152150000	117	0.09309896	0.08901674	92.3828125	143.0	4.9698133
chr1_152200000_152250000::	chr1	152250000::	152200000	139	0.109375	0.10379679	90.95052083333334	168.0	5.1298985
chr1_152250000_152300000::	chr1	152300000::	152250000	373	0.5110677	0.4128165	75.71614583333334	785.0	6.666957
chr1_152300000_152350000::	chr1	152350000::	152300000	152	0.15039062	0.14010155	90.10416666666666	231.0	5.4467373
chr1_152350000_152400000::	chr1	152400000::	152350000	194	0.17057292	0.15749331	87.36979166666666	262.0	5.572154
chr1_152400000_152450000::	chr1	152450000::	152400000	157	0.1360677	0.12757291	89.77864583333334	209.0	5.3471074
chr1_152450000_152500000::	chr1	152500000::	152450000	112	0.095052086	0.090801924	92.70833333333334	146.0	4.9904327
chr1_152500000_152550000::	chr1	152550000::	152500000	275	0.29492188	0.25845036	82.09635416666666	453.0	6.1180973
chr1_152550000_152600000::	chr1	152600000::	152550000	467	0.5657552	0.44836825	69.59635416666667	869.0	6.768493
chr1_152600000_152650000::	chr1	152650000::	152600000	443	0.56901044	0.45044512	71.15885416666667	874.0	6.774224
chr1_152650000_152700000::	chr1	152700000::	152650000	205	0.25260416	0.22522472	86.65364583333334	388.0	5.963579
chr1_152700000_152750000::	chr1	152750000::	152700000	262	0.2903646	0.2549248	82.94270833333334	446.0	6.1025586
chr1_152750000_152800000::	chr1	152800000::	152750000	559	0.7578125	0.5640701	63.60677083333333	1164.0	7.0604763
chr1_152800000_152850000::	chr1	152850000::	152800000	580	0.87890625	0.6306898	62.23958333333333	1350.0	7.2086005
chr1_152850000_152900000::	chr1	152900000::	152850000	361	0.46158853	0.37952387	76.49739583333334	709.0	6.565265
chr1_152900000_152950000::	chr1	152950000::	152900000	294	0.34375	0.29546422	80.859375	528.0	6.2709885
chr1_152950000_153000000::	chr1	153000000::	152950000	120	0.088541664	0.084838875	92.1875	136.0	4.919981
chr1_153000000_153050000::	chr1	153050000::	153000000	150	0.12890625	0.121249236	90.234375	198.0	5.293305
chr1_102050000_102100000::	chr1	102100000::	102050000	35	0.0234375	0.023167059	97.72135416666666	36.0	3.6109178
chr1_102100000_102150000::	chr1	102150000::	102100000	27	0.020182291	0.019981328	98.2421875	31.0	3.465736
chr1_102150000_102200000::	chr1	102200000::	102150000	27	0.017578125	0.017425416	98.2421875	27.0	3.3322046
chr1_102200000_102250000::	chr1	102250000::	102200000	32	0.026692709	0.026342673	97.91666666666666	41.0	3.7376697
chr1_102250000_102300000::	chr1	102300000::	102250000	33	0.022786459	0.022530725	97.8515625	35.0	3.583519
chr1_102300000_102350000::	chr1	102350000::	102300000	36	0.025390625	0.025073638	97.65625	39.0	3.6888795
chr1_102350000_102400000::	chr1	102400000::	102350000	40	0.033203125	0.032663807	97.39583333333334	51.0	3.9512436
chr1_102400000_102450000::	chr1	102450000::	102400000	40	0.030598959	0.030140147	97.39583333333334	47.0	3.871201
chr1_102450000_102500000::	chr1	102500000::	102450000	35	0.022786459	0.022530725	97.72135416666666	35.0	3.583519
chr1_102500000_102550000::	chr1	102550000::	102500000	31	0.0234375	0.023167059	97.98177083333334	36.0	3.6109178
chr1_102550000_102600000::	chr1	102600000::	102550000	24	0.015625	0.015504187	98.4375	24.0	3.218876
chr1_102600000_102627300::	chr1	102627300::	102600000	10	0.0065104165	0.006489315	99.34895833333334	10.0	2.3978953
chr1_96050000_96100000::	chr1	96100000::	96050000	46	0.031901043	0.031402774	97.00520833333334	49.0	3.912023
chr1_96100000_96150000::	chr1	96150000::	96100000	38	0.026692709	0.026342673	97.52604166666666	41.0	3.7376697
chr1_96150000_96200000::	chr1	96200000::	96150000	34	0.0234375	0.023167059	97.78645833333334	36.0	3.6109178
chr1_96200000_96250000::	chr1	96250000::	96200000	31	0.020833334	0.020619288	97.98177083333334	32.0	3.4965076
chr1_96250000_96300000::	chr1	96300000::	96250000	32	0.03125	0.030771658	97.91666666666666	48.0	3.8918204
chr1_96300000_96350000::	chr1	96350000::	96300000	44	0.033203125	0.032663807	97.13541666666666	51.0	3.9512436
chr1_96350000_96400000::	chr1	96400000::	96350000	41	0.030598959	0.030140147	97.33072916666666	47.0	3.871201
chr1_96400000_96450000::	chr1	96450000::	96400000	40	0.029296875	0.028875923	97.39583333333334	45.0	3.8286414
chr1_96450000_96500000::	chr1	96500000::	96450000	39	0.03125	0.030771658	97.4609375	48.0	3.8918204
chr1_96500000_96550000::	chr1	96550000::	96500000	36	0.025390625	0.025073638	97.65625	39.0	3.6888795
chr1_96550000_96600000::	chr1	96600000::	96550000	36	0.026692709	0.026342673	97.65625	41.0	3.7376697
chr1_96600000_96650000::	chr1	96650000::	96600000	28	0.020182291	0.019981328	98.17708333333334	31.0	3.465736
chr1_96650000_96700000::	chr1	96700000::	96650000	45	0.032552082	0.03203349	97.0703125	50.0	3.9318256
chr1_96700000_96750000::	chr1	96750000::	96700000	65	0.048177082	0.047052544	95.76822916666666	74.0	4.317488
chr1_96750000_96800000::	chr1	96800000::	96750000	71	0.048177082	0.047052544	95.37760416666666	74.0	4.317488
chr1_96800000_96850000::	chr1	96850000::	96800000	169	0.14583333	0.13613217	88.99739583333334	224.0	5.4161005
chr1_96850000_96900000::	chr1	96900000::	96850000	342	0.36197916	0.30893886	77.734375	556.0	6.322565
chr1_96900000_96950000::	chr1	96950000::	96900000	82	0.06640625	0.06429435	94.66145833333334	102.0	4.634729
chr1_96950000_97000000::	chr1	97000000::	96950000	71	0.052083332	0.050772324	95.37760416666666	80.0	4.394449
chr1_97000000_97050000::	chr1	97050000::	97000000	156	0.12630208	0.118939765	89.84375	194.0	5.273
chr1_36050000_36100000::	chr1	36100000::	36050000	429	0.44140625	0.3656192	72.0703125	678.0	6.5206213
chr1_36100000_36150000::	chr1	36150000::	36100000	329	0.35481772	0.30366692	78.58072916666666	545.0	6.302619
chr1_36150000_36200000::	chr1	36200000::	36150000	204	0.171875	0.15860502	86.71875	264.0	5.57973
chr1_36200000_36250000::	chr1	36250000::	36200000	427	0.5436198	0.4341302	72.20052083333333	835.0	6.7286286
chr1_36250000_36300000::	chr1	36300000::	36250000	615	0.9433594	0.6644181	59.9609375	1449.0	7.279319
chr1_36300000_36350000::	chr1	36350000::	36300000	432	0.47851562	0.39103863	71.875	735.0	6.60123
chr1_36350000_36400000::	chr1	36400000::	36350000	289	0.28971353	0.25442013	81.18489583333334	445.0	6.100319
chr1_36400000_36450000::	chr1	36450000::	36400000	309	0.35481772	0.30366692	79.8828125	545.0	6.302619
chr1_36450000_36500000::	chr1	36500000::	36450000	479	0.5130208	0.41410822	68.81510416666667	788.0	6.6707664
chr1_36500000_36550000::	chr1	36550000::	36500000	381	0.42903647	0.35700044	75.1953125	659.0	6.49224
chr1_36550000_36600000::	chr1	36600000::	36550000	416	0.45768228	0.37684768	72.91666666666667	703.0	6.5567784
chr1_36600000_36650000::	chr1	36650000::	36600000	402	0.40690103	0.34138942	73.828125	625.0	6.4393506
chr1_36650000_36700000::	chr1	36700000::	36650000	260	0.22005208	0.19889355	83.07291666666666	338.0	5.826
chr1_36700000_36750000::	chr1	36750000::	36700000	269	0.24869792	0.22210136	82.48697916666666	382.0	5.9480352
chr1_36750000_36800000::	chr1	36800000::	36750000	283	0.27083334	0.23967287	81.57552083333334	416.0	6.0330863
chr1_36800000_36850000::	chr1	36850000::	36800000	306	0.29882812	0.26146242	80.078125	459.0	6.1312265
chr1_36850000_36900000::	chr1	36900000::	36850000	524	0.5957031	0.46731448	65.88541666666667	915.0	6.8200164
chr1_36900000_36950000::	chr1	36950000::	36900000	767	1.0846354	0.734594	50.06510416666667	1666.0	7.418781
chr1_36950000_37000000::	chr1	37000000::	36950000	302	0.31510416	0.27391586	80.33854166666666	484.0	6.184149
chr1_37000000_37050000::	chr1	37050000::	37000000	317	0.40299478	0.33860904	79.36197916666666	619.0	6.4297194
chr1_110188300_110238300::	chr1	110238300::	110188300	32	0.022786459	0.022530725	97.91666666666666	35.0	3.583519
chr1_110238300_110288300::	chr1	110288300::	110238300	25	0.016276041	0.016145006	98.37239583333334	25.0	3.2580965
chr1_110288300_110338300::	chr1	110338300::	110288300	41	0.029296875	0.028875923	97.33072916666666	45.0	3.8286414
chr1_110338300_110388300::	chr1	110388300::	110338300	28	0.01953125	0.019342963	98.17708333333334	30.0	3.4339871
chr1_110388300_110438300::	chr1	110438300::	110388300	33	0.022786459	0.022530725	97.8515625	35.0	3.583519
chr1_110438300_110488300::	chr1	110488300::	110438300	45	0.031901043	0.031402774	97.0703125	49.0	3.912023
chr1_110488300_110538300::	chr1	110538300::	110488300	36	0.0234375	0.023167059	97.65625	36.0	3.6109178
chr1_110538300_110588300::	chr1	110588300::	110538300	44	0.029296875	0.028875923	97.13541666666666	45.0	3.8286414
chr1_110588300_110638300::	chr1	110638300::	110588300	46	0.029947916	0.029508233	97.00520833333334	46.0	3.8501477
chr1_110638300_110688300::	chr1	110688300::	110638300	41	0.02734375	0.026976587	97.33072916666666	42.0	3.7612002
chr1_110688300_110738300::	chr1	110738300::	110688300	33	0.022135416	0.021893984	97.8515625	34.0	3.5553482
chr1_110738300_110788300::	chr1	110788300::	110738300	30	0.020182291	0.019981328	98.046875	31.0	3.465736
chr1_110788300_110838300::	chr1	110838300::	110788300	49	0.03515625	0.03455238	96.80989583333334	54.0	4.0073333
chr1_110838300_110888300::	chr1	110888300::	110838300	34	0.025390625	0.025073638	97.78645833333334	39.0	3.6888795
chr1_110888300_110938300::	chr1	110938300::	110888300	33	0.022135416	0.021893984	97.8515625	34.0	3.5553482
chr1_110938300_110988300::	chr1	110988300::	110938300	24	0.016276041	0.016145006	98.4375	25.0	3.2580965
chr1_110988300_111038300::	chr1	111038300::	110988300	34	0.022786459	0.022530725	97.78645833333334	35.0	3.583519
chr1_111038300_111050000::	chr1	111050000::	111038300	12	0.008463542	0.008427927	99.21875	13.0	2.6390574
chr1_191050000_191100000::	chr1	191100000::	191050000	489	0.6529948	0.5025887	68.1640625	1003.0	6.9117475
chr1_191100000_191150000::	chr1	191150000::	191100000	511	0.7675781	0.5696103	66.73177083333333	1179.0	7.07327
chr1_191150000_191200000::	chr1	191200000::	191150000	539	0.7167969	0.5404603	64.90885416666667	1101.0	7.004882
chr1_191200000_191250000::	chr1	191250000::	191200000	439	0.5292969	0.42480808	71.41927083333333	813.0	6.7019606
chr1_191250000_191300000::	chr1	191300000::	191250000	516	0.79296875	0.5838728	66.40625	1218.0	7.1057863
chr1_191300000_191350000::	chr1	191350000::	191300000	424	0.5123698	0.41367784	72.39583333333333	787.0	6.669498
chr1_191350000_191400000::	chr1	191400000::	191350000	528	0.74609375	0.55738115	65.625	1146.0	7.044905
chr1_191400000_191450000::	chr1	191450000::	191400000	675	1.0104166	0.69834197	56.0546875	1552.0	7.347944
chr1_191450000_191500000::	chr1	191500000::	191450000	420	0.4908854	0.39937016	72.65625	754.0	6.6267176
chr1_191500000_191550000::	chr1	191550000::	191500000	380	0.43489584	0.3610923	75.26041666666666	668.0	6.505784
chr1_191550000_191600000::	chr1	191600000::	191550000	492	0.66341144	0.5088706	67.96875	1019.0	6.927558
chr1_191600000_191650000::	chr1	191650000::	191600000	386	0.41341147	0.34600627	74.86979166666667	635.0	6.455199
chr1_191650000_191700000::	chr1	191700000::	191650000	405	0.47395834	0.38795155	73.6328125	728.0	6.591674
chr1_191700000_191750000::	chr1	191750000::	191700000	530	0.66536456	0.51004404	65.49479166666667	1022.0	6.930495
chr1_191750000_191800000::	chr1	191800000::	191750000	273	0.24088542	0.21582519	82.2265625	370.0	5.916202
chr1_191800000_191850000::	chr1	191850000::	191800000	1	0.0006510417	0.00065082987	99.93489583333334	1.0	0.6931472
chr1_191850000_191900000::	chr1	191900000::	191850000	0	0.0	0.0	100.0	0.0	0.0
chr1_191900000_191950000::	chr1	191950000::	191900000	0	0.0	0.0	100.0	0.0	0.0
chr1_191950000_192000000::	chr1	192000000::	191950000	11	0.0071614585	0.007135937	99.28385416666666	11.0	2.4849067
chr1_192000000_192050000::	chr1	192050000::	192000000	0	0.0	0.0	100.0	0.0	0.0
chr1_72050000_72100000::	chr1	72100000::	72050000	187	0.15039062	0.14010155	87.82552083333334	231.0	5.4467373
