Category	Name	Value
Hits	VNP,-VNP,SSP,-VNP,VNP	2.0
Hits	VNP,-VNP,-VNP,VNP,-VNP	2.0
Hits	SSP,-SSP,SSP,-VNP,VNP	2.0
Hits	SSP,VNP,-SSP,SSP,-SSP	2.0
Hits	SSP,VNP,-VNP,SSP,SSP,-VNP	2.0
Hits	SSP,VNP,-SSP,-VNP,-VNP	2.0
Hits	VNP,-VNP,VNP,VNP,VNP	2.0
Hits	VNP,-SSP,SSP,SSP,VNP,-VNP	2.0
Hits	VNP,VNP,-SSP,SSP,-VNP,SSP,-VNP	2.0
Hits	VNP,VNP,-VNP,-VNP,SSP,-VNP	2.0
Hits	SSP,-SSP,-VNP,VNP,-SSP,SSP,-VNP	2.0
Hits	SSP,-SSP,-SSP,-VNP,SSP	2.0
Hits	SSP,-VNP,VNP,SSP,-SSP,VNP,-SSP	2.0
Hits	SSP,SSP,SSP,-VNP,-VNP	2.0
Hits	VNP,-SSP,VNP,-SSP,SSP,SSP,-VNP	2.0
Hits	SSP,-VNP,VNP,SSP,-SSP,-VNP	2.0
Hits	VNP,VNP,-VNP,SSP	2.0
Hits	SSP,-SSP,VNP,VNP	2.0
Hits	VNP,SSP,-SSP,VNP,VNP,-SSP	2.0
Hits	VNP,-SSP,SSP,-SSP,SSP	2.0
Hits	SSP,-VNP,SSP,SSP,-VNP,VNP,-SSP	2.0
Hits	SSP,SSP,VNP,-VNP,VNP,-SSP	2.0
Hits	VNP,-VNP,VNP,VNP	2.0
Hits	VNP,VNP,VNP,SSP,-SSP	2.0
Hits	SSP,-VNP,SSP,-SSP,-SSP,-SSP,-VNP	2.0
Hits	SSP,-VNP,VNP,-VNP,-SSP,VNP,-SSP	2.0
Hits	VNP,SSP,-SSP,SSP,-SSP,-SSP,-SSP,-VNP	2.0
Hits	SSP,-VNP,VNP,-VNP,VNP	2.0
Hits	SSP,-VNP,VNP,VNP,-VNP,-VNP	2.0
Hits	SSP,SSP,-VNP,VNP,-SSP,SSP,-VNP	2.0
Hits	VNP,VNP,-SSP,-SSP,SSP,-VNP	2.0
Hits	VNP,-SSP,SSP,-VNP,VNP,-SSP,VNP,-SSP	2.0
Hits	SSP,SSP,SSP,VNP,-VNP	1.0
Hits	SSP,-SSP,-SSP,-SSP,-VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,SSP,SSP	1.0
Hits	SSP,SSP,VNP,-VNP,SSP	1.0
Hits	SSP,-VNP,VNP,-SSP,SSP,-VNP,VNP	1.0
Hits	VNP,-VNP,VNP,-VNP,VNP	1.0
Hits	SSP,-VNP,SSP,-VNP,VNP,-SSP,VNP	1.0
Hits	SSP,VNP,SSP,SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,VNP,-SSP,VNP,-SSP,VNP,-SSP	1.0
Hits	VNP,VNP,-SSP,SSP,SSP	1.0
Hits	SSP,VNP,VNP,-VNP,VNP	1.0
Hits	SSP,-VNP,-VNP,SSP,-VNP,-VNP	1.0
Hits	-SSP,-VNP,VNP,SSP	1.0
Hits	SSP,-VNP,-SSP,-VNP,VNP,-SSP	1.0
Hits	VNP,SSP,SSP,-SSP,VNP	1.0
Hits	SSP,-SSP,VNP,-VNP,VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,VNP	1.0
Hits	-SSP,-SSP,SSP,SSP	1.0
Hits	SSP,-SSP,SSP,VNP,-SSP	1.0
Hits	SSP,-VNP,VNP,VNP,-SSP,VNP,-SSP	1.0
Hits	SSP,-VNP,SSP,-VNP,VNP,VNP	1.0
Hits	SSP,VNP,-VNP,SSP,VNP,-SSP,-VNP	1.0
Hits	-VNP,VNP,-VNP,-VNP	1.0
Hits	-SSP,SSP,-SSP,-SSP	1.0
Hits	SSP,-VNP,-VNP,SSP,SSP,-VNP	1.0
Hits	-SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,-SSP,VNP,SSP,-SSP,-SSP	1.0
Hits	-SSP,-SSP,-SSP,VNP	1.0
Hits	-VNP,VNP,-SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,VNP,VNP,-SSP	1.0
Hits	VNP,-VNP,SSP,-VNP,SSP,-SSP	1.0
Hits	VNP,-SSP,VNP,SSP,VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,VNP,SSP,-SSP	1.0
Hits	-VNP,VNP,VNP,-VNP	1.0
Hits	VNP,-VNP,-SSP,-SSP,SSP,-SSP	1.0
Hits	SSP,-VNP,SSP,SSP,VNP,-SSP	1.0
Hits	VNP,-VNP,-VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,SSP,SSP,-VNP,SSP,-VNP	1.0
Hits	VNP,-SSP,SSP,-VNP,SSP,VNP,-SSP	1.0
Hits	SSP,SSP,-VNP,VNP,SSP,-SSP	1.0
Hits	VNP,SSP,VNP,-SSP,-VNP	1.0
Hits	SSP,SSP,SSP,SSP,SSP,SSP,SSP,-VNP	1.0
Hits	SSP,-SSP,SSP,-VNP,SSP	1.0
Hits	SSP,SSP,SSP,-VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	SSP,VNP,VNP,SSP	1.0
Hits	VNP,SSP,-VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,SSP,-VNP,VNP,VNP	1.0
Hits	VNP,SSP,SSP,-VNP,-SSP	1.0
Hits	VNP,-VNP,VNP,VNP,-VNP,-SSP	1.0
Hits	-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,SSP,-VNP,-VNP,VNP,-SSP	1.0
Hits	SSP,-VNP,-VNP,VNP,SSP,-VNP	1.0
Hits	-VNP,-VNP,-VNP,VNP,-SSP	1.0
Hits	VNP,SSP,-SSP,-SSP,VNP,-SSP	1.0
Hits	SSP,VNP,SSP,-SSP,-SSP	1.0
Hits	SSP,VNP,-VNP,SSP,SSP	1.0
Hits	SSP,VNP,-VNP,VNP,-SSP,-SSP	1.0
Hits	VNP,-VNP,SSP,-SSP,SSP,-VNP	1.0
Hits	SSP,SSP,VNP,-SSP,-VNP	1.0
Hits	SSP,SSP,-SSP,-VNP,VNP,-VNP	1.0
Hits	SSP,-VNP,SSP,-SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,VNP,-SSP,VNP	1.0
Hits	VNP,SSP,VNP,SSP	1.0
Hits	VNP,-SSP,SSP,-VNP,SSP,-VNP,VNP,-VNP	1.0
Hits	VNP,SSP,-SSP,SSP,VNP	1.0
Hits	VNP,VNP,VNP,SSP	1.0
Hits	VNP,-VNP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	-VNP,SSP,SSP,VNP,-VNP	1.0
Hits	SSP,VNP,SSP,-VNP,-VNP	1.0
Hits	SSP,-VNP,VNP,VNP,SSP,-VNP	1.0
Hits	SSP,-VNP,-SSP,VNP,-SSP,-SSP	1.0
Hits	-VNP,VNP,-VNP,VNP	1.0
Hits	SSP,SSP,-SSP,SSP,SSP	1.0
Hits	VNP,-SSP,SSP,VNP,-VNP,VNP	1.0
Hits	SSP,VNP,-VNP,-SSP,-SSP	1.0
Hits	SSP,-VNP,VNP,-VNP,SSP	1.0
Hits	VNP,SSP,SSP,VNP	1.0
Hits	VNP,-SSP,SSP,SSP,SSP,SSP,-VNP	1.0
Hits	SSP,SSP,-SSP,VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,-SSP,-SSP	1.0
Hits	SSP,-VNP,SSP,SSP,-VNP,-VNP	1.0
Hits	-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP	1.0
Hits	VNP,SSP,-VNP,VNP,-VNP,-SSP	1.0
Hits	VNP,-SSP,SSP,SSP,-VNP,-VNP	1.0
Hits	SSP,-VNP,SSP,-VNP,VNP,SSP,-SSP	1.0
Hits	SSP,SSP,VNP,-SSP,-SSP	1.0
Hits	SSP,-SSP,VNP,-VNP,-VNP	1.0
Hits	VNP,VNP,-SSP,SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,SSP	1.0
Hits	VNP,SSP,-SSP,VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,VNP,-VNP,VNP	1.0
Hits	SSP,-VNP,VNP,SSP,-VNP,-SSP	1.0
Hits	SSP,-VNP,VNP,SSP,VNP,-SSP	1.0
Hits	-SSP,SSP,VNP	1.0
Hits	SSP,-VNP,VNP,-VNP,-VNP,-SSP	1.0
Hits	VNP,-SSP,-SSP,VNP,-SSP,SSP	1.0
Hits	VNP,-VNP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,SSP,-SSP,-VNP,VNP	1.0
Hits	VNP,-SSP,-SSP,-VNP,VNP,-VNP	1.0
Hits	SSP,-VNP,SSP,-VNP,SSP,-VNP,-SSP	1.0
Hits	VNP,VNP,SSP,-SSP,SSP,-VNP	1.0
Hits	SSP,-SSP,VNP,-SSP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,-SSP,VNP,SSP,-SSP	1.0
Hits	VNP,-SSP,SSP,-SSP,VNP,-VNP	1.0
Hits	-SSP,-SSP,SSP,SSP,-VNP	1.0
Hits	VNP,SSP,-SSP,VNP,SSP,-SSP	1.0
Hits	VNP,VNP,-SSP,SSP,VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,SSP,VNP,-VNP	1.0
Hits	VNP,VNP,-SSP,-VNP,-SSP	1.0
Hits	VNP,-SSP,SSP,-SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,VNP,-VNP,SSP,-SSP,-VNP	1.0
Hits	SSP,SSP,SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,VNP,-VNP,VNP,SSP	1.0
Hits	VNP,VNP,SSP,VNP	1.0
Hits	VNP,SSP,-VNP,VNP,-SSP,VNP,-SSP	1.0
Hits	VNP,SSP,SSP,-SSP,-VNP	1.0
Hits	SSP,VNP,-VNP,SSP,VNP,-VNP	1.0
Hits	SSP,VNP,-VNP,-SSP,SSP,-VNP	1.0
Hits	SSP,VNP,-VNP,-VNP,SSP,-VNP,VNP,-SSP	1.0
Hits	VNP,-SSP,-VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,VNP,-VNP,-VNP,VNP,-SSP	1.0
Hits	VNP,-SSP,SSP,VNP,-VNP,SSP	1.0
Hits	VNP,-VNP,VNP,-SSP,VNP	1.0
Hits	SSP,-VNP,SSP,-VNP,SSP,-SSP,-VNP	1.0
Hits	SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	-SSP,VNP,-VNP,VNP	1.0
Hits	SSP,VNP,-SSP,SSP,-SSP,-VNP	1.0
Hits	VNP,-SSP,VNP,-VNP,SSP	1.0
Hits	VNP,-SSP,-SSP,SSP,-VNP,-SSP	1.0
Hits	-VNP,VNP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,-SSP,VNP,-VNP,SSP,-VNP	1.0
Hits	-SSP,VNP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	VNP,-SSP,SSP,VNP,-SSP,-VNP	1.0
Hits	VNP,-SSP,VNP,VNP,SSP	1.0
Hits	VNP,-VNP,-VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,SSP,SSP,SSP,SSP,-SSP	1.0
Hits	VNP,-SSP,SSP,-VNP,VNP,SSP,-SSP	1.0
Hits	SSP,VNP,-VNP,VNP,-SSP,VNP,-SSP	1.0
Hits	VNP,-SSP,VNP,-SSP,SSP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-VNP,SSP,VNP,SSP,-VNP	1.0
Hits	SSP,-SSP,-SSP,-VNP,VNP,SSP,-SSP	1.0
Hits	VNP,-SSP,VNP,SSP,-SSP,-VNP	1.0
Hits	VNP,-SSP,VNP,VNP,SSP,-VNP	1.0
Hits	VNP,VNP,-SSP,VNP,-SSP,VNP,-SSP	1.0
Hits	SSP,-VNP,-VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,-VNP,-SSP,VNP,VNP,-SSP	1.0
Hits	VNP,VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,-VNP,-VNP,-VNP,VNP,-VNP,VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,VNP,-SSP,-SSP	1.0
Hits	SSP,SSP,-VNP,VNP,-VNP,-VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,VNP,SSP,SSP	1.0
Hits	VNP,SSP,-VNP,SSP,-VNP,-VNP	1.0
Hits	-SSP,VNP,-SSP,VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,-VNP,VNP,-SSP	1.0
Hits	SSP,-VNP,SSP,-VNP,SSP,-VNP,VNP	1.0
Hits	VNP,-SSP,-SSP,-VNP,-SSP	1.0
Hits	VNP,VNP,VNP,-VNP,-VNP,-VNP	1.0
Hits	SSP,SSP,-VNP,SSP,-SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,VNP,VNP,-SSP	1.0
Hits	VNP,SSP,SSP,-SSP,SSP,-SSP,-SSP,-VNP	1.0
Hits	SSP,SSP,-VNP,VNP,SSP	1.0
Hits	SSP,-VNP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	-SSP,SSP,-VNP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,VNP,VNP,SSP,-SSP	1.0
Hits	VNP,-SSP,VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,-SSP,SSP,-SSP,-SSP	1.0
Hits	SSP,SSP,VNP,-VNP,SSP,-VNP	1.0
Hits	VNP,-VNP,-SSP,SSP,-VNP,-SSP	1.0
Hits	SSP,VNP,-VNP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-VNP,SSP,SSP,-SSP,-VNP	1.0
Hits	VNP,-VNP,SSP,SSP	1.0
Hits	SSP,-SSP,-SSP,-SSP,VNP,-SSP	1.0
Hits	VNP,-SSP,VNP,VNP,-SSP,VNP	1.0
Hits	-VNP,VNP,-VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,SSP,-VNP,SSP,VNP,-VNP	1.0
Hits	VNP,SSP,-SSP,-SSP,SSP,-VNP	1.0
Hits	VNP,VNP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,-SSP,-VNP,VNP,-VNP,-SSP	1.0
Hits	SSP,-VNP,SSP,VNP,-VNP,-VNP	1.0
Hits	VNP,-SSP,VNP,-VNP,-SSP,-SSP	1.0
Hits	SSP,VNP,SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,SSP,-VNP,SSP,-SSP,-SSP,-VNP	1.0
Hits	-VNP,VNP,-SSP,-SSP,SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,VNP,-SSP,VNP	1.0
Hits	VNP,VNP,-SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-VNP,-VNP,SSP,SSP	1.0
Hits	VNP,-SSP,SSP,-SSP,-VNP,VNP	1.0
Hits	SSP,-SSP,-VNP,-SSP,-VNP	1.0
Hits	VNP,-VNP,-SSP,-SSP,-VNP	1.0
Hits	SSP,-SSP,VNP,SSP,-SSP	1.0
Hits	VNP,-SSP,VNP,-SSP,SSP,-VNP,SSP	1.0
Hits	SSP,SSP,-VNP,-VNP,VNP	1.0
Hits	-SSP,SSP,VNP,-VNP,SSP	1.0
Hits	VNP,VNP,-SSP,SSP,-SSP	1.0
Hits	VNP,-VNP,-SSP,SSP,VNP	1.0
Hits	VNP,-SSP,VNP,SSP,SSP	1.0
Hits	SSP,SSP,SSP,SSP,-SSP,-VNP	1.0
Hits	SSP,VNP,-SSP,VNP,-SSP,VNP,-SSP	1.0
Hits	VNP,-SSP,VNP,-SSP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-SSP,-SSP,-VNP,-SSP	1.0
Hits	VNP,-SSP,VNP,SSP,-VNP,VNP,-SSP	1.0
Hits	VNP,SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	SSP,SSP,SSP,-SSP,-SSP	1.0
Hits	VNP,SSP,-VNP,-VNP,-VNP	1.0
Hits	VNP,SSP,-SSP,-VNP,-VNP	1.0
Hits	SSP,-SSP,-VNP,VNP,-SSP,-VNP	1.0
Hits	VNP,-SSP,-SSP,SSP,-VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,SSP,-SSP,-VNP	1.0
Hits	-SSP,-SSP,SSP,-VNP,-VNP	1.0
Hits	SSP,-VNP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	VNP,-SSP,-SSP,VNP,VNP	1.0
Hits	SSP,VNP,-VNP,VNP,VNP,-SSP	1.0
Hits	SSP,-VNP,SSP,-VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,SSP,-VNP,-SSP,-SSP	1.0
Hits	SSP,VNP,-SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-SSP,SSP,-VNP,-VNP	1.0
Hits	-SSP,VNP,-SSP,SSP,-VNP,-SSP	1.0
Hits	VNP,-SSP,VNP,VNP,-VNP,VNP,VNP,-VNP	1.0
Hits	-SSP,VNP,SSP,-SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,-SSP,SSP,-VNP	1.0
Hits	SSP,-VNP,SSP,VNP,-SSP,SSP	1.0
Hits	-SSP,VNP,-SSP,-VNP	1.0
Hits	VNP,SSP,-VNP,-SSP,-SSP	1.0
Hits	SSP,-SSP,-VNP,-VNP,VNP	1.0
Hits	-SSP,VNP,VNP,-SSP,VNP,-SSP	1.0
Hits	-SSP,-SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,VNP,VNP,-VNP,SSP,-VNP	1.0
Hits	SSP,VNP,SSP,-VNP,VNP,-VNP	1.0
Hits	SSP,VNP,-VNP,VNP,-VNP,VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,SSP,-SSP,-VNP	1.0
Hits	VNP,-SSP,SSP,VNP,-SSP,VNP,-SSP	1.0
Hits	SSP,-VNP,SSP,-SSP,SSP,-SSP	1.0
Hits	VNP,VNP,-SSP,VNP,VNP,-SSP	1.0
Hits	SSP,SSP,-VNP,VNP,-SSP,VNP	1.0
Hits	-VNP,SSP,-SSP,SSP,-VNP	1.0
Hits	VNP,SSP,-SSP,VNP,-VNP,-SSP	1.0
Hits	VNP,-VNP,-SSP,VNP,VNP	1.0
Hits	VNP,-SSP,VNP,VNP,VNP,-VNP	1.0
Hits	-SSP,-VNP,SSP,SSP	1.0
Hits	SSP,-SSP,-VNP,-SSP,-SSP	1.0
Hits	SSP,-VNP,VNP,-VNP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,-SSP,SSP	1.0
Hits	SSP,-SSP,-VNP,VNP,-SSP,VNP	1.0
Hits	VNP,VNP,VNP,VNP,VNP,-VNP	1.0
Hits	-VNP,-SSP,SSP,-VNP,SSP,-VNP,-SSP	1.0
Hits	SSP,VNP,-SSP,SSP,-VNP,-SSP	1.0
Hits	SSP,SSP,-SSP,-SSP,SSP,-VNP	1.0
Hits	SSP,-VNP,-VNP,SSP,-VNP,SSP,VNP,-VNP	1.0
Hits	VNP,-SSP,VNP,-SSP,SSP,SSP	1.0
Hits	VNP,-SSP,VNP,SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	-SSP,VNP,-VNP,SSP,-VNP,VNP,-SSP	1.0
Hits	VNP,-VNP,-SSP,SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,SSP,SSP,-SSP,-SSP	1.0
Hits	-SSP,SSP,-VNP,VNP,-SSP,-SSP	1.0
Hits	SSP,VNP,-VNP,VNP,SSP,-SSP	1.0
Hits	SSP,SSP,-VNP,VNP,SSP,-VNP	1.0
Hits	VNP,VNP,-VNP,VNP,-VNP,-VNP	1.0
Hits	SSP,-VNP,-SSP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,-SSP,SSP	1.0
Hits	SSP,-VNP,SSP,VNP,VNP,-SSP	1.0
Hits	-VNP,VNP,-VNP,SSP,-VNP	1.0
Hits	-SSP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,-VNP,VNP,-SSP,VNP,SSP,-SSP	1.0
Hits	-SSP,VNP,SSP,SSP,-SSP	1.0
Hits	VNP,-VNP,SSP,-SSP,-SSP,-VNP	1.0
Hits	SSP,VNP,-SSP,VNP,-SSP,VNP	1.0
Hits	VNP,-SSP,-VNP,-SSP,VNP,-SSP	1.0
Hits	SSP,-SSP,-SSP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-SSP,-VNP,-VNP,SSP,-VNP	1.0
Hits	SSP,VNP,SSP,-VNP,-SSP	1.0
Hits	SSP,-VNP,-SSP,VNP,-SSP,VNP,-SSP	1.0
Hits	SSP,VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	SSP,-SSP,SSP,-SSP,VNP,-SSP	1.0
Hits	VNP,VNP,VNP,SSP,-VNP	1.0
Hits	SSP,-SSP,SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,SSP,VNP,VNP,-SSP	1.0
Hits	VNP,-VNP,-VNP,SSP,SSP,-VNP	1.0
Hits	VNP,VNP,VNP,VNP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,VNP,-SSP,SSP	1.0
Hits	VNP,-SSP,SSP,-VNP,VNP,-SSP,SSP	1.0
Hits	VNP,-SSP,SSP,-VNP,SSP,-VNP,VNP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,VNP,VNP,-VNP,VNP,-VNP	1.0
Hits	VNP,-SSP,SSP,SSP,-SSP,-VNP	1.0
Hits	SSP,-VNP,-SSP,SSP,-VNP,SSP,-VNP,SSP,-VNP	1.0
Hits	SSP,-VNP,VNP,-SSP,-SSP,VNP	1.0
Hits	SSP,-SSP,-VNP,VNP,SSP,-VNP	1.0
Hits	-SSP,SSP,-VNP,VNP,-VNP	1.0
Hits	SSP,-SSP,VNP,-SSP,VNP	1.0
Hits	VNP,-SSP,SSP,-VNP,VNP,-VNP,-SSP	1.0
Hits	-VNP,SSP,-VNP,SSP,-VNP,-SSP	1.0
Hits	SSP,VNP,SSP,SSP,-SSP	1.0
Hits	SSP,-VNP,VNP,-SSP,VNP,-VNP,-SSP	1.0
Hits	SSP,VNP,-VNP,SSP,VNP,-SSP	1.0
Hits	VNP,SSP,-SSP,SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,VNP,-SSP,SSP,-VNP,VNP,-SSP	1.0
Hits	SSP,SSP,VNP,-VNP,-SSP	1.0
Hits	SSP,-VNP,-VNP,VNP,VNP,-SSP	1.0
Hits	SSP,SSP,SSP,VNP,-SSP	1.0
AutotuneSample	1e-05	2798.0
AutotuneSample	0.1724234482758621	8385.0
AutotuneSample	0.34483689655172417	8500.0
AutotuneSample	0.5172503448275861	8503.0
AutotuneSample	0.6896637931034483	8453.0
AutotuneSample	0.8620772413793104	8402.0
AutotuneSample	1.0344906896551724	8343.0
AutotuneSample	1.2069041379310346	8237.0
AutotuneSample	1.3793175862068967	8150.0
AutotuneSample	1.5517310344827588	8039.0
AutotuneSample	1.724144482758621	7957.0
AutotuneSample	1.896557931034483	7899.0
AutotuneSample	2.068971379310345	7800.0
AutotuneSample	2.241384827586207	7701.0
AutotuneSample	2.413798275862069	7631.0
AutotuneSample	2.5862117241379314	7568.0
AutotuneSample	2.7586251724137933	7465.0
AutotuneSample	2.9310386206896553	7401.0
AutotuneSample	3.1034520689655176	7348.0
AutotuneSample	3.2758655172413795	7313.0
AutotuneSample	3.448278965517242	7214.0
AutotuneSample	3.620692413793104	7155.0
AutotuneSample	3.7931058620689657	7102.0
AutotuneSample	3.965519310344828	7038.0
AutotuneSample	4.137932758620689	6976.0
AutotuneSample	4.3103462068965515	6909.0
AutotuneSample	4.482759655172414	6876.0
AutotuneSample	4.655173103448276	6810.0
AutotuneSample	4.827586551724138	6765.0
AutotuneSample	5.0	6703.0
Parameter	Cutoff(q)	0.1724234482758621
